"gene"	"adj.pval.TimePoint"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g090850"	0.0345116614428227	"Scaffold_04"	31718323	31752182	NA	NA	NA	NA	NA
"PGEN_.00g038090"	0.0350563149954845	"Scaffold_02"	13207229	13248916	"Q3B7N2"	"ACTN1_BOVIN"	"Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (F-actin cross-linking protein) (Non-muscle alpha-actinin-1)"	"GO:0001725; GO:0001726; GO:0005509; GO:0005523; GO:0005915; GO:0005923; GO:0005925; GO:0012506; GO:0016328; GO:0017166; GO:0030018; GO:0030027; GO:0030486; GO:0031252; GO:0042383; GO:0042803; GO:0043462; GO:0043495; GO:0045214; GO:0046928; GO:0048741; GO:0051015; GO:0051017; GO:0051234; GO:0051393; GO:0051764; GO:0090636; GO:0090637; GO:0097433; GO:1990357"	"bicellular tight junction [GO:0005923]; cell leading edge [GO:0031252]; dense body [GO:0097433]; focal adhesion [GO:0005925]; inner dense plaque of desmosome [GO:0090637]; lamellipodium [GO:0030027]; lateral plasma membrane [GO:0016328]; outer dense plaque of desmosome [GO:0090636]; ruffle [GO:0001726]; sarcolemma [GO:0042383]; smooth muscle dense body [GO:0030486]; stress fiber [GO:0001725]; terminal web [GO:1990357]; vesicle membrane [GO:0012506]; Z disc [GO:0030018]; zonula adherens [GO:0005915]; actin filament binding [GO:0051015]; alpha-actinin binding [GO:0051393]; calcium ion binding [GO:0005509]; protein homodimerization activity [GO:0042803]; protein membrane anchor [GO:0043495]; tropomyosin binding [GO:0005523]; vinculin binding [GO:0017166]; actin crosslink formation [GO:0051764]; actin filament bundle assembly [GO:0051017]; establishment of localization [GO:0051234]; regulation of ATPase activity [GO:0043462]; regulation of neurotransmitter secretion [GO:0046928]; sarcomere organization [GO:0045214]; skeletal muscle fiber development [GO:0048741]"
"PGEN_.00g117490"	0.0352428767371349	"Scaffold_05"	37032061	37051558	"Q5U239"	"TM145_XENLA"	"Transmembrane protein 145"	"GO:0007186; GO:0016021; GO:0019236"	"integral component of membrane [GO:0016021]; G protein-coupled receptor signaling pathway [GO:0007186]; response to pheromone [GO:0019236]"
"PGEN_.00g232120"	0.0352428767371349	"Scaffold_11"	23393000	23405291	NA	NA	NA	NA	NA
"PGEN_.00g278670"	0.0353630532778986	"Scaffold_14"	6112671	6227459	"P18293"	"ANPRA_MOUSE"	"Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"	"GO:0001653; GO:0004383; GO:0004672; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007165; GO:0007166; GO:0007168; GO:0010753; GO:0016021; GO:0016941; GO:0017046; GO:0019901; GO:0019934; GO:0035556; GO:0042417; GO:0042562; GO:0043235; GO:0048662"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; GTP binding [GO:0005525]; guanylate cyclase activity [GO:0004383]; hormone binding [GO:0042562]; natriuretic peptide receptor activity [GO:0016941]; peptide hormone binding [GO:0017046]; peptide receptor activity [GO:0001653]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; cell surface receptor signaling pathway [GO:0007166]; cGMP biosynthetic process [GO:0006182]; cGMP-mediated signaling [GO:0019934]; dopamine metabolic process [GO:0042417]; intracellular signal transduction [GO:0035556]; negative regulation of smooth muscle cell proliferation [GO:0048662]; positive regulation of cGMP-mediated signaling [GO:0010753]; receptor guanylyl cyclase signaling pathway [GO:0007168]; signal transduction [GO:0007165]"
"PGEN_.00g169760"	0.0353895447191578	"Scaffold_08"	3845318	3949567	"Q03626"	"MUG1_RAT"	"Murinoglobulin-1 (Alpha-1 inhibitor 3 variant I) (Alpha-X protein)"	"GO:0002020; GO:0004866; GO:0004867; GO:0005615; GO:0006953; GO:0006954; GO:0007566; GO:0030414"	"extracellular space [GO:0005615]; endopeptidase inhibitor activity [GO:0004866]; peptidase inhibitor activity [GO:0030414]; protease binding [GO:0002020]; serine-type endopeptidase inhibitor activity [GO:0004867]; acute-phase response [GO:0006953]; embryo implantation [GO:0007566]; inflammatory response [GO:0006954]"
"PGEN_.00g312020"	0.0354915873361829	"Scaffold_15"	38505859	38519514	NA	NA	NA	NA	NA
"PGEN_.00g026190"	0.0355554788840393	"Scaffold_01"	72370017	72466177	"Q15643"	"TRIPB_HUMAN"	"Thyroid receptor-interacting protein 11 (TR-interacting protein 11) (TRIP-11) (Clonal evolution-related gene on chromosome 14 protein) (Golgi-associated microtubule-binding protein 210) (GMAP-210) (Trip230)"	"GO:0000139; GO:0002079; GO:0002081; GO:0003281; GO:0003413; GO:0003713; GO:0005623; GO:0005654; GO:0005793; GO:0005794; GO:0005801; GO:0005856; GO:0005929; GO:0006366; GO:0006486; GO:0016607; GO:0030133; GO:0033116; GO:0035735; GO:0051216; GO:0060122; GO:0090161; GO:0099041"	"cell [GO:0005623]; cilium [GO:0005929]; cis-Golgi network [GO:0005801]; cytoskeleton [GO:0005856]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; inner acrosomal membrane [GO:0002079]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; outer acrosomal membrane [GO:0002081]; transport vesicle [GO:0030133]; transcription coactivator activity [GO:0003713]; cartilage development [GO:0051216]; chondrocyte differentiation involved in endochondral bone morphogenesis [GO:0003413]; Golgi ribbon formation [GO:0090161]; inner ear receptor cell stereocilium organization [GO:0060122]; intraciliary transport involved in cilium assembly [GO:0035735]; protein glycosylation [GO:0006486]; transcription by RNA polymerase II [GO:0006366]; ventricular septum development [GO:0003281]; vesicle tethering to Golgi [GO:0099041]"
"PGEN_.00g245880"	0.0355554788840393	"Scaffold_12"	9154713	9227764	"O75923"	"DYSF_HUMAN"	"Dysferlin (Dystrophy-associated fer-1-like protein) (Fer-1-like protein 1)"	"GO:0001525; GO:0001778; GO:0001938; GO:0002280; GO:0002281; GO:0005509; GO:0005543; GO:0005544; GO:0005634; GO:0005768; GO:0005769; GO:0005770; GO:0005794; GO:0005874; GO:0005886; GO:0006071; GO:0006906; GO:0006936; GO:0008017; GO:0010629; GO:0016021; GO:0019915; GO:0030027; GO:0030139; GO:0030315; GO:0030659; GO:0033292; GO:0034451; GO:0042177; GO:0042383; GO:0043014; GO:0043403; GO:0045444; GO:0045785; GO:0048747; GO:0050663; GO:0050765; GO:0070062; GO:0071470; GO:0090023; GO:0090279; GO:0098857; GO:1901842; GO:1902915"	"centriolar satellite [GO:0034451]; cytoplasmic vesicle membrane [GO:0030659]; early endosome [GO:0005769]; endocytic vesicle [GO:0030139]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; lamellipodium [GO:0030027]; late endosome [GO:0005770]; membrane microdomain [GO:0098857]; microtubule [GO:0005874]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]; T-tubule [GO:0030315]; alpha-tubulin binding [GO:0043014]; calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; microtubule binding [GO:0008017]; phospholipid binding [GO:0005543]; angiogenesis [GO:0001525]; cellular response to osmotic stress [GO:0071470]; cytokine secretion [GO:0050663]; fat cell differentiation [GO:0045444]; glycerol metabolic process [GO:0006071]; lipid storage [GO:0019915]; macrophage activation involved in immune response [GO:0002281]; monocyte activation involved in immune response [GO:0002280]; muscle contraction [GO:0006936]; muscle fiber development [GO:0048747]; negative regulation of gene expression [GO:0010629]; negative regulation of high voltage-gated calcium channel activity [GO:1901842]; negative regulation of phagocytosis [GO:0050765]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of protein polyubiquitination [GO:1902915]; plasma membrane repair [GO:0001778]; positive regulation of cell adhesion [GO:0045785]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of neutrophil chemotaxis [GO:0090023]; regulation of calcium ion import [GO:0090279]; skeletal muscle tissue regeneration [GO:0043403]; T-tubule organization [GO:0033292]; vesicle fusion [GO:0006906]"
"PGEN_.00g036210"	0.0358291477383767	"Scaffold_02"	8146298	8180276	NA	NA	NA	NA	NA
"PGEN_.00g037370"	0.0358291477383767	"Scaffold_02"	11357569	11447291	"B2RX12"	"MRP3_MOUSE"	"Canalicular multispecific organic anion transporter 2 (ATP-binding cassette sub-family C member 3) (Multidrug resistance-associated protein 3)"	"GO:0005524; GO:0005886; GO:0005887; GO:0015722; GO:0016020; GO:0016323; GO:0016887; GO:0042626; GO:0042908; GO:0042910; GO:0055085; GO:0098656"	"basolateral plasma membrane [GO:0016323]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; xenobiotic transmembrane transporter activity [GO:0042910]; anion transmembrane transport [GO:0098656]; canalicular bile acid transport [GO:0015722]; transmembrane transport [GO:0055085]; xenobiotic transport [GO:0042908]"
"PGEN_.00g230750"	0.0358291477383767	"Scaffold_11"	18795443	18823754	NA	NA	NA	NA	NA
"PGEN_.00g269720"	0.0358291477383767	"Scaffold_13"	27877976	27953587	"O02695"	"PTPR2_MACNE"	"Receptor-type tyrosine-protein phosphatase N2 (R-PTP-N2) (EC 3.1.3.-) (EC 3.1.3.48) (M1851) [Cleaved into: IA-2beta60]"	"GO:0004725; GO:0005623; GO:0006629; GO:0007269; GO:0016021; GO:0030054; GO:0030667; GO:0030672; GO:0035773"	"cell [GO:0005623]; cell junction [GO:0030054]; integral component of membrane [GO:0016021]; secretory granule membrane [GO:0030667]; synaptic vesicle membrane [GO:0030672]; protein tyrosine phosphatase activity [GO:0004725]; insulin secretion involved in cellular response to glucose stimulus [GO:0035773]; lipid metabolic process [GO:0006629]; neurotransmitter secretion [GO:0007269]"
"PGEN_.00g322490"	0.0358291477383767	"Scaffold_16"	17929117	17941917	NA	NA	NA	NA	NA
"PGEN_.00g267550"	0.0360770545152187	"Scaffold_13"	22091973	22103612	"E9Q5G3"	"KIF23_MOUSE"	"Kinesin-like protein KIF23"	"GO:0000281; GO:0000915; GO:0003777; GO:0005524; GO:0005623; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005819; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016887; GO:0030496; GO:0032467; GO:0045171; GO:0051256; GO:0072383; GO:0072686; GO:0090543; GO:0097149"	"cell [GO:0005623]; centralspindlin complex [GO:0097149]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; Flemming body [GO:0090543]; intercellular bridge [GO:0045171]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; actomyosin contractile ring assembly [GO:0000915]; microtubule-based movement [GO:0007018]; mitotic cytokinesis [GO:0000281]; mitotic spindle midzone assembly [GO:0051256]; plus-end-directed vesicle transport along microtubule [GO:0072383]; positive regulation of cytokinesis [GO:0032467]"
"PGEN_.00g017240"	0.0361299159528193	"Scaffold_01"	46694890	46696553	NA	NA	NA	NA	NA
"PGEN_.00g042660"	0.0363266913563583	"Scaffold_02"	26601619	26642718	"O08586"	"PTEN_MOUSE"	"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Mutated in multiple advanced cancers 1) (Phosphatase and tensin homolog)"	"GO:0001525; GO:0001933; GO:0002902; GO:0004438; GO:0004721; GO:0004722; GO:0004725; GO:0005161; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006470; GO:0006915; GO:0007270; GO:0007416; GO:0007417; GO:0007507; GO:0007568; GO:0007611; GO:0007613; GO:0007626; GO:0008138; GO:0008284; GO:0008285; GO:0009749; GO:0009898; GO:0010043; GO:0010628; GO:0010666; GO:0010719; GO:0010975; GO:0010977; GO:0010997; GO:0014823; GO:0016314; GO:0016324; GO:0016477; GO:0016605; GO:0019899; GO:0019901; GO:0021542; GO:0021955; GO:0030165; GO:0030336; GO:0030534; GO:0031175; GO:0031642; GO:0031647; GO:0032228; GO:0032286; GO:0032355; GO:0032535; GO:0032869; GO:0033032; GO:0033198; GO:0033555; GO:0035176; GO:0035255; GO:0035749; GO:0036294; GO:0042711; GO:0042802; GO:0042995; GO:0043005; GO:0043065; GO:0043066; GO:0043197; GO:0043220; GO:0043491; GO:0043542; GO:0044320; GO:0045211; GO:0045475; GO:0045666; GO:0045736; GO:0045792; GO:0046621; GO:0046685; GO:0046855; GO:0046856; GO:0048008; GO:0048679; GO:0048681; GO:0048738; GO:0048853; GO:0048854; GO:0050680; GO:0050765; GO:0050771; GO:0050821; GO:0051091; GO:0051548; GO:0051717; GO:0051726; GO:0051800; GO:0051895; GO:0051898; GO:0060024; GO:0060044; GO:0060070; GO:0060074; GO:0060134; GO:0060179; GO:0060291; GO:0060292; GO:0060341; GO:0060736; GO:0060997; GO:0061002; GO:0070373; GO:0070374; GO:0071257; GO:0071361; GO:0071456; GO:0090071; GO:0090344; GO:0090394; GO:0097105; GO:0097107; GO:0099524; GO:1901017; GO:1903690; GO:1903984; GO:1904668; GO:1904706; GO:1990090; GO:1990314; GO:1990381; GO:1990782; GO:2000060; GO:2000134; GO:2000272; GO:2000463; GO:2000808; GO:2001235"	"apical plasma membrane [GO:0016324]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; mitochondrion [GO:0005739]; myelin sheath adaxonal region [GO:0035749]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; PML body [GO:0016605]; postsynaptic cytosol [GO:0099524]; postsynaptic membrane [GO:0045211]; Schmidt-Lanterman incisure [GO:0043220]; anaphase-promoting complex binding [GO:0010997]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity [GO:0051717]; ionotropic glutamate receptor binding [GO:0035255]; PDZ domain binding [GO:0030165]; phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity [GO:0016314]; phosphatidylinositol-3,4-bisphosphate 3-phosphatase activity [GO:0051800]; phosphatidylinositol-3-phosphatase activity [GO:0004438]; phosphoprotein phosphatase activity [GO:0004721]; platelet-derived growth factor receptor binding [GO:0005161]; protein kinase binding [GO:0019901]; protein serine/threonine phosphatase activity [GO:0004722]; protein tyrosine kinase binding [GO:1990782]; protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]; ubiquitin-specific protease binding [GO:1990381]; adult behavior [GO:0030534]; aging [GO:0007568]; angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; brain morphogenesis [GO:0048854]; canonical Wnt signaling pathway [GO:0060070]; cardiac muscle tissue development [GO:0048738]; cell migration [GO:0016477]; cellular response to decreased oxygen levels [GO:0036294]; cellular response to electrical stimulus [GO:0071257]; cellular response to ethanol [GO:0071361]; cellular response to hypoxia [GO:0071456]; cellular response to insulin stimulus [GO:0032869]; cellular response to insulin-like growth factor stimulus [GO:1990314]; cellular response to leptin stimulus [GO:0044320]; cellular response to nerve growth factor stimulus [GO:1990090]; central nervous system development [GO:0007417]; central nervous system myelin maintenance [GO:0032286]; central nervous system neuron axonogenesis [GO:0021955]; dendritic spine morphogenesis [GO:0060997]; dentate gyrus development [GO:0021542]; endothelial cell migration [GO:0043542]; forebrain morphogenesis [GO:0048853]; heart development [GO:0007507]; inositol phosphate dephosphorylation [GO:0046855]; learning or memory [GO:0007611]; locomotor rhythm [GO:0045475]; locomotory behavior [GO:0007626]; long-term synaptic depression [GO:0060292]; long-term synaptic potentiation [GO:0060291]; male mating behavior [GO:0060179]; maternal behavior [GO:0042711]; memory [GO:0007613]; multicellular organismal response to stress [GO:0033555]; negative regulation of apoptotic process [GO:0043066]; negative regulation of axon regeneration [GO:0048681]; negative regulation of axonogenesis [GO:0050771]; negative regulation of cardiac muscle cell proliferation [GO:0060044]; negative regulation of cell aging [GO:0090344]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cell size [GO:0045792]; negative regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045736]; negative regulation of dendritic spine morphogenesis [GO:0061002]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of epithelial to mesenchymal transition [GO:0010719]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of excitatory postsynaptic potential [GO:0090394]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of keratinocyte migration [GO:0051548]; negative regulation of myelination [GO:0031642]; negative regulation of neuron projection development [GO:0010977]; negative regulation of organ growth [GO:0046621]; negative regulation of phagocytosis [GO:0050765]; negative regulation of potassium ion transmembrane transporter activity [GO:1901017]; negative regulation of protein kinase B signaling [GO:0051898]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of ribosome biogenesis [GO:0090071]; negative regulation of signaling receptor activity [GO:2000272]; negative regulation of synaptic vesicle clustering [GO:2000808]; negative regulation of vascular smooth muscle cell proliferation [GO:1904706]; negative regulation of wound healing, spreading of epidermal cells [GO:1903690]; neuron projection development [GO:0031175]; neuron-neuron synaptic transmission [GO:0007270]; phosphatidylinositol dephosphorylation [GO:0046856]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of apoptotic process [GO:0043065]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of cardiac muscle cell apoptotic process [GO:0010666]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of TRAIL-activated apoptotic signaling pathway [GO:1903984]; positive regulation of ubiquitin protein ligase activity [GO:1904668]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; postsynaptic density assembly [GO:0097107]; prepulse inhibition [GO:0060134]; presynaptic membrane assembly [GO:0097105]; prostate gland growth [GO:0060736]; protein dephosphorylation [GO:0006470]; protein kinase B signaling [GO:0043491]; protein stabilization [GO:0050821]; regulation of axon regeneration [GO:0048679]; regulation of B cell apoptotic process [GO:0002902]; regulation of cell cycle [GO:0051726]; regulation of cellular component size [GO:0032535]; regulation of cellular localization [GO:0060341]; regulation of myeloid cell apoptotic process [GO:0033032]; regulation of neuron projection development [GO:0010975]; regulation of protein stability [GO:0031647]; regulation of synaptic transmission, GABAergic [GO:0032228]; response to activity [GO:0014823]; response to arsenic-containing substance [GO:0046685]; response to ATP [GO:0033198]; response to estradiol [GO:0032355]; response to glucose [GO:0009749]; response to zinc ion [GO:0010043]; rhythmic synaptic transmission [GO:0060024]; social behavior [GO:0035176]; synapse assembly [GO:0007416]; synapse maturation [GO:0060074]"
"PGEN_.00g084040"	0.0363266913563583	"Scaffold_04"	13531555	13545778	"Q03311"	"CHLE_MOUSE"	"Cholinesterase (EC 3.1.1.8) (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase)"	"GO:0003990; GO:0004104; GO:0005615; GO:0005641; GO:0005783; GO:0005788; GO:0007584; GO:0007612; GO:0008285; GO:0014016; GO:0016020; GO:0019695; GO:0033265; GO:0042493; GO:0042802; GO:0043279; GO:0050805; GO:0051384; GO:0051593"	"endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular space [GO:0005615]; membrane [GO:0016020]; nuclear envelope lumen [GO:0005641]; acetylcholinesterase activity [GO:0003990]; choline binding [GO:0033265]; cholinesterase activity [GO:0004104]; identical protein binding [GO:0042802]; choline metabolic process [GO:0019695]; learning [GO:0007612]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of synaptic transmission [GO:0050805]; neuroblast differentiation [GO:0014016]; response to alkaloid [GO:0043279]; response to drug [GO:0042493]; response to folic acid [GO:0051593]; response to glucocorticoid [GO:0051384]; response to nutrient [GO:0007584]"
"PGEN_.00g304540"	0.0363266913563583	"Scaffold_15"	18913220	18914813	NA	NA	NA	NA	NA
"PGEN_.00g333270"	0.0363266913563583	"Scaffold_17"	18357080	18362346	NA	NA	NA	NA	NA
"PGEN_.00g102930"	0.0367486952680211	"Scaffold_04"	62888661	62912400	"Q16832"	"DDR2_HUMAN"	"Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)"	"GO:0001503; GO:0003416; GO:0004714; GO:0005518; GO:0005524; GO:0005886; GO:0005887; GO:0005925; GO:0007155; GO:0007165; GO:0007169; GO:0010715; GO:0010763; GO:0015629; GO:0016324; GO:0018108; GO:0030198; GO:0030199; GO:0030500; GO:0031214; GO:0034103; GO:0035988; GO:0038062; GO:0038063; GO:0043235; GO:0045669; GO:0045860; GO:0046777; GO:0048146; GO:0051091; GO:0090091"	"actin cytoskeleton [GO:0015629]; apical plasma membrane [GO:0016324]; focal adhesion [GO:0005925]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; collagen binding [GO:0005518]; protein tyrosine kinase collagen receptor activity [GO:0038062]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; biomineral tissue development [GO:0031214]; cell adhesion [GO:0007155]; chondrocyte proliferation [GO:0035988]; collagen fibril organization [GO:0030199]; collagen-activated tyrosine kinase receptor signaling pathway [GO:0038063]; endochondral bone growth [GO:0003416]; extracellular matrix organization [GO:0030198]; ossification [GO:0001503]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of extracellular matrix disassembly [GO:0090091]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of protein kinase activity [GO:0045860]; protein autophosphorylation [GO:0046777]; regulation of bone mineralization [GO:0030500]; regulation of extracellular matrix disassembly [GO:0010715]; regulation of tissue remodeling [GO:0034103]; signal transduction [GO:0007165]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]"
"PGEN_.00g039890"	0.0368164206599195	"Scaffold_02"	18645886	18650983	"Q80YV3"	"TRRAP_MOUSE"	"Transformation/transcription domain-associated protein (Tra1 homolog)"	"GO:0000123; GO:0000124; GO:0000812; GO:0003682; GO:0003712; GO:0003713; GO:0005634; GO:0005654; GO:0005667; GO:0005794; GO:0006281; GO:0006355; GO:0007093; GO:0016578; GO:0030914; GO:0033276; GO:0035267; GO:0043967; GO:0043968"	"Golgi apparatus [GO:0005794]; histone acetyltransferase complex [GO:0000123]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SAGA complex [GO:0000124]; STAGA complex [GO:0030914]; Swr1 complex [GO:0000812]; transcription factor complex [GO:0005667]; transcription factor TFTC complex [GO:0033276]; chromatin binding [GO:0003682]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; DNA repair [GO:0006281]; histone deubiquitination [GO:0016578]; histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]; mitotic cell cycle checkpoint [GO:0007093]; regulation of transcription, DNA-templated [GO:0006355]"
"PGEN_.00g064900"	0.036894462511878	"Scaffold_03"	19331467	19342228	"Q008S8"	"ECT2L_HUMAN"	"Epithelial cell-transforming sequence 2 oncogene-like (Lung-specific F-box and DH domain-containing protein) (Putative guanine nucleotide exchange factor LFDH)"	"GO:0005085"	"guanyl-nucleotide exchange factor activity [GO:0005085]"
"PGEN_.00g127610"	0.0371607783204942	"Scaffold_05"	63527463	63527780	NA	NA	NA	NA	NA
"PGEN_.00g097040"	0.0373007616247477	"Scaffold_04"	48427705	48448324	NA	NA	NA	NA	NA
"PGEN_.00g062920"	0.0373566727717862	"Scaffold_03"	14022198	14070793	"Q29122"	"MYO6_PIG"	"Unconventional myosin-VI (Unconventional myosin-6)"	"GO:0001726; GO:0003774; GO:0005516; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0005884; GO:0005902; GO:0005938; GO:0006886; GO:0006897; GO:0007605; GO:0016459; GO:0016591; GO:0030048; GO:0030136; GO:0030175; GO:0030330; GO:0031410; GO:0031941; GO:0031965; GO:0032587; GO:0043531; GO:0045944; GO:0048471; GO:0051015; GO:0051046"	"actin filament [GO:0005884]; cell cortex [GO:0005938]; clathrin-coated vesicle [GO:0030136]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; filamentous actin [GO:0031941]; filopodium [GO:0030175]; Golgi apparatus [GO:0005794]; microvillus [GO:0005902]; myosin complex [GO:0016459]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; RNA polymerase II, holoenzyme [GO:0016591]; ruffle [GO:0001726]; ruffle membrane [GO:0032587]; actin filament binding [GO:0051015]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; motor activity [GO:0003774]; actin filament-based movement [GO:0030048]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of secretion [GO:0051046]; sensory perception of sound [GO:0007605]"
"PGEN_.00g103430"	0.0374223999462861	"Scaffold_04"	64364989	64451146	"Q8WWI1"	"LMO7_HUMAN"	"LIM domain only protein 7 (LMO-7) (F-box only protein 20) (LOMP)"	"GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005635; GO:0005737; GO:0005829; GO:0005925; GO:0009986; GO:0016324; GO:0016567; GO:0023051; GO:0030155; GO:0043687; GO:0045944; GO:0046872"	"apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]; metal ion binding [GO:0046872]; ubiquitin-protein transferase activity [GO:0004842]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-translational protein modification [GO:0043687]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of cell adhesion [GO:0030155]; regulation of signaling [GO:0023051]"
