"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Cat","GO.Slim.Term","gene","uniprot","uniprot_taxa.id","uniprot.name"
"251","GO:0003774",0.0212783707349181,0.998575834070497,2,22,"cytoskeletal motor activity","MF","F","cytoskeletal activity","PGEN_.00g227520; PGEN_.00g270640","Q17LW0; Q2KID4","MYO7A_AEDAE; DNAL1_BOVIN","Myosin-VIIa (Protein crinkled); Dynein light chain 1, axonemal"
"252","GO:0004672",0.00581261581750776,0.998996194100355,5,116,"protein kinase activity","MF","F","kinase activity","PGEN_.00g004840; PGEN_.00g035760; PGEN_.00g164020; PGEN_.00g211830; PGEN_.00g334400","P54646; Q13976; P16066; P16056; O01761","AAPK2_HUMAN; KGP1_HUMAN; ANPRA_HUMAN; MET_MOUSE; UNC89_CAEEL","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31); cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI); Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A); Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met); Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"253","GO:0005008",0.00788319897833196,1,1,1,"hepatocyte growth factor receptor activity","MF","F","kinase activity","PGEN_.00g211830","P16056","MET_MOUSE","Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)"
"254","GO:0035174",0.038755534628993,0.999495136372304,1,3,"histone serine kinase activity","MF","F","kinase activity","PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"255","GO:0047322",0.038755534628993,0.999495136372304,1,3,"[hydroxymethylglutaryl-CoA reductase (NADPH)] kinase activity","MF","F","kinase activity","PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"256","GO:0050405",0.038755534628993,0.999495136372304,1,3,"[acetyl-CoA carboxylase] kinase activity","MF","F","kinase activity","PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"257","GO:0000978",0.0176980256456992,0.995961145713232,5,161,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF","F","nucleic acid binding activity","PGEN_.00g001170; PGEN_.00g055620; PGEN_.00g167410; PGEN_.00g213360; PGEN_.00g305680","Q66HA5; Q5R452; Q9Y2V3; Q14995; O88873","C2D1A_RAT; SAFB1_PONAB; RX_HUMAN; NR1D2_HUMAN; GMEB2_RAT","Coiled-coil and C2 domain-containing protein 1A (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1); Scaffold attachment factor B1 (SAF-B1); Retinal homeobox protein Rx (Retina and anterior neural fold homeobox protein); Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear hormone receptor BD73) (Rev-erb alpha-related receptor) (RVR) (Rev-erb-beta) (V-erbA-related protein 1-related) (EAR-1R); Glucocorticoid modulatory element-binding protein 2 (GMEB-2)"
"258","GO:0004518",0.000656884344262221,0.999975267966249,3,33,"nuclease activity","MF","F","other molecular function","PGEN_.00g082390; PGEN_.00g130160; PGEN_.00g312690","Q8BR93; Q8BR93; Q6AZB8","HARB1_MOUSE; HARB1_MOUSE; HARB1_DANRE","Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease); Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease); Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"
"259","GO:0016491",0.000783709688650195,0.999914966102323,5,98,"oxidoreductase activity","MF","F","other molecular function","PGEN_.00g009320; PGEN_.00g131030; PGEN_.00g213500; PGEN_.00g223280; PGEN_.00g312440","Q6INU7; Q9NXW9; P9WQE8; Q7Z9I2; Q4V8B0","FRRS1_XENLA; ALKB4_HUMAN; PHAS_MYCTO; YCP9_SCHPO; OXR1_RAT","Putative ferric-chelate reductase 1 (EC 1.-.-.-); Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-); Phthioceranic/hydroxyphthioceranic acid synthase (EC 2.3.1.-) (Polyketide synthase pks2); Uncharacterized oxidoreductase C663.09c (EC 1.-.-.-); Oxidation resistance protein 1 (Protein C7)"
"260","GO:0050694",0.00131357556319854,0.999981050799891,2,10,"galactose 3-O-sulfotransferase activity","MF","F","other molecular function","PGEN_.00g129780; PGEN_.00g134400","P61315; P61315","G3ST3_MOUSE; G3ST3_MOUSE","Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3); Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"
"261","GO:0001733",0.00253627089304832,0.99994661944187,2,13,"galactosylceramide sulfotransferase activity","MF","F","other molecular function","PGEN_.00g129780; PGEN_.00g134400","P61315; P61315","G3ST3_MOUSE; G3ST3_MOUSE","Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3); Galactose-3-O-sulfotransferase 3 (Gal3ST-3) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 3) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3)"
"262","GO:0050358",0.0051419339975369,1,1,1,"tropinone reductase activity","MF","F","other molecular function","PGEN_.00g279140","P50164","TRN2_HYONI","Tropinone reductase 2 (EC 1.1.1.236) (Tropinone reductase II) (TR-II)"
"263","GO:0005509",0.00650684986023474,0.997553188690605,13,574,"calcium ion binding","MF","F","other molecular function","PGEN_.00g014370; PGEN_.00g043300; PGEN_.00g060650; PGEN_.00g065280; PGEN_.00g075700; PGEN_.00g116710; PGEN_.00g124830; PGEN_.00g165230; PGEN_.00g190430; PGEN_.00g198010; PGEN_.00g218470; PGEN_.00g252700; PGEN_.00g263790","Q11002; Q07076; Q5THR3; Q8BUG5; B3EWY9; B3EWY9; D3YXG0; Q8IWY4; O75096; P05099; O14594; Q9ESQ5; Q9I926","CANA_DROME; ANXA7_MOUSE; EFCB6_HUMAN; CAYP2_MOUSE; MLP_ACRMI; MLP_ACRMI; HMCN1_MOUSE; SCUB1_HUMAN; LRP4_HUMAN; MATN1_CHICK; NCAN_HUMAN; TRPM4_RAT; FUCL6_ANGJA","Calpain-A (EC 3.4.22.-) (Calcium-activated neutral proteinase A) (CANP A) [Cleaved into: Calpain-A catalytic subunit]; Annexin A7 (Annexin VII) (Annexin-7) (Synexin); EF-hand calcium-binding domain-containing protein 6 (CAP-binding protein complex-interacting protein 1) (DJ-1-binding protein) (DJBP); Calcyphosin-2 (Calcyphosine-2); Mucin-like protein (Fragment); Mucin-like protein (Fragment); Hemicentin-1 (Fibulin-6) (FIBL-6); Signal peptide, CUB and EGF-like domain-containing protein 1; Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7); Cartilage matrix protein (Matrilin-1); Neurocan core protein (Chondroitin sulfate proteoglycan 3); Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2); Fucolectin-6"
"264","GO:0005502",0.0088167934584419,0.999980659381854,1,2,"11-cis retinal binding","MF","F","other molecular function","PGEN_.00g072260","Q5XXP2","OPN4_PHOSU","Melanopsin (Opsin-4)"
"265","GO:0004803",0.00997285661640762,0.99996700576647,1,3,"transposase activity","MF","F","other molecular function","PGEN_.00g304970","D2GZW6","VRTN_AILME","Vertnin"
"266","GO:0035516",0.0109001194450628,0.999970408192923,1,2,"oxidative DNA demethylase activity","MF","F","other molecular function","PGEN_.00g131030","Q9NXW9","ALKB4_HUMAN","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"
"267","GO:0016297",0.0116546342343398,1,1,1,"acyl-[acyl-carrier-protein] hydrolase activity","MF","F","other molecular function","PGEN_.00g101840","Q8R197","SAST_MOUSE","S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Oleoyl-ACP hydrolase) (Thioesterase II) (Thioesterase domain-containing protein 1)"
"268","GO:0047381",0.0116546342343398,1,1,1,"dodecanoyl-[acyl-carrier-protein] hydrolase activity","MF","F","other molecular function","PGEN_.00g101840","Q8R197","SAST_MOUSE","S-acyl fatty acid synthase thioesterase, medium chain (EC 3.1.2.14) (Oleoyl-ACP hydrolase) (Thioesterase II) (Thioesterase domain-containing protein 1)"
"269","GO:0004411",0.0120370173518014,1,1,1,"homogentisate 1,2-dioxygenase activity","MF","F","other molecular function","PGEN_.00g060400","Q93099","HGD_HUMAN","Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)"
"270","GO:0008425",0.0138538079358567,0.999952125895996,1,2,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity","MF","F","other molecular function","PGEN_.00g108510","B0KTX4","UBIG_PSEPG","Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)"
"271","GO:0008689",0.0138538079358567,0.999952125895996,1,2,"3-demethylubiquinone-9 3-O-methyltransferase activity","MF","F","other molecular function","PGEN_.00g108510","B0KTX4","UBIG_PSEPG","Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)"
"272","GO:0004791",0.0162240111759681,0.999934263865595,1,2,"thioredoxin-disulfide reductase activity","MF","F","other molecular function","PGEN_.00g043790","P97346","NXN_MOUSE","Nucleoredoxin (EC 1.8.1.8) (Protein Red-1)"
"273","GO:0004842",0.0229830631272257,0.994386272548475,5,178,"ubiquitin-protein transferase activity","MF","F","other molecular function","PGEN_.00g015010; PGEN_.00g033560; PGEN_.00g216290; PGEN_.00g308500; PGEN_.00g316170","Q80TF4; Q922B6; Q5XPI4; Q15386; Q5ZIJ9","KLH13_MOUSE; TRAF7_MOUSE; RN123_HUMAN; UBE3C_HUMAN; MIB2_CHICK","Kelch-like protein 13 (BTB and kelch domain-containing protein 2); E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7); E3 ubiquitin-protein ligase RNF123 (EC 2.3.2.27) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123) (RING-type E3 ubiquitin transferase RNF123); Ubiquitin-protein ligase E3C (EC 2.3.2.26) (HECT-type ubiquitin transferase E3C) (HectH2); E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Mind bomb homolog 2) (RING-type E3 ubiquitin transferase MIB2)"
"274","GO:0016888",0.0231628858710949,0.999776475672975,1,6,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters","MF","F","other molecular function","PGEN_.00g308970","Q93075","TATD2_HUMAN","Putative deoxyribonuclease TATDN2 (EC 3.1.21.-)"
"275","GO:0004836",0.0238550917375849,0.999857325039922,1,2,"tyramine-beta hydroxylase activity","MF","F","other molecular function","PGEN_.00g283380","Q9XTQ6","TBH1_CAEEL","Tyramine beta-hydroxylase (EC 1.14.17.-)"
"276","GO:0047134",0.024703859752605,0.999796185735018,1,3,"protein-disulfide reductase (NAD(P)) activity","MF","F","other molecular function","PGEN_.00g043790","P97346","NXN_MOUSE","Nucleoredoxin (EC 1.8.1.8) (Protein Red-1)"
"277","GO:0004813",0.0259255682401025,0.999775403001095,1,3,"alanine-tRNA ligase activity","MF","F","other molecular function","PGEN_.00g183880","P21894","SYAC_BOMMO","Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)"
"278","GO:0048306",0.0323461080001618,0.997244919273447,2,29,"calcium-dependent protein binding","MF","F","other molecular function","PGEN_.00g043300; PGEN_.00g277910","Q07076; Q61165","ANXA7_MOUSE; SL9A1_MOUSE","Annexin A7 (Annexin VII) (Annexin-7) (Synexin); Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"279","GO:0000149",0.0326200892386957,0.99719949182145,2,31,"SNARE binding","MF","F","other molecular function","PGEN_.00g024960; PGEN_.00g185010","Q6BK42; Q8BVI5","DDI1_DEBHA; STX16_MOUSE","DNA damage-inducible protein 1 (EC 3.4.23.-); Syntaxin-16"
"280","GO:0017080",0.0329847784599413,0.999562972839303,1,5,"sodium channel regulator activity","MF","F","other molecular function","PGEN_.00g057380","Q9ESD1","PRSS8_MOUSE","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]"
"281","GO:0032451",0.0367836001075056,0.999417194648914,1,7,"demethylase activity","MF","F","other molecular function","PGEN_.00g131030","Q9NXW9","ALKB4_HUMAN","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"
"282","GO:0050544",0.0373556556769526,0.999438461242858,1,5,"arachidonic acid binding","MF","F","other molecular function","PGEN_.00g229290","P33274","CP4F1_RAT","Cytochrome P450 4F1 (EC 1.14.14.1) (CYPIVF1) (Cytochrome P450-A3)"
"283","GO:0045545",0.0383812139387435,0.999443652990059,1,4,"syndecan binding","MF","F","other molecular function","PGEN_.00g149640","Q80YX1","TENA_MOUSE","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)"
"284","GO:0004620",0.0402692594831519,0.999387070736869,1,4,"phospholipase activity","MF","F","other molecular function","PGEN_.00g279730","Q5R6S0","ABHGA_PONAB","Phosphatidylserine lipase ABHD16A (EC 3.1.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5 homolog) (Monoacylglycerol lipase ABHD16A) (EC 3.1.1.23)"
"285","GO:0047372",0.040609626256145,0.999335474644901,1,5,"acylglycerol lipase activity","MF","F","other molecular function","PGEN_.00g279730","Q5R6S0","ABHGA_PONAB","Phosphatidylserine lipase ABHD16A (EC 3.1.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5 homolog) (Monoacylglycerol lipase ABHD16A) (EC 3.1.1.23)"
"286","GO:0004784",0.0413408365499116,0.999311119183131,1,5,"superoxide dismutase activity","MF","F","other molecular function","PGEN_.00g065700","P80174","SODC_CARCR","Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)"
"287","GO:0004190",0.0439084651842558,0.999126134698271,1,10,"aspartic-type endopeptidase activity","MF","F","other molecular function","PGEN_.00g024960","Q6BK42","DDI1_DEBHA","DNA damage-inducible protein 1 (EC 3.4.23.-)"
"288","GO:0004758",0.0444986368406508,0.999250187136409,1,4,"serine C-palmitoyltransferase activity","MF","F","other molecular function","PGEN_.00g171780","P97363","SPTC2_MOUSE","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)"
"289","GO:0048018",0.00307774602737725,0.999937210738287,2,7,"receptor ligand activity","MF","F","signal transduction activity","PGEN_.00g204470; PGEN_.00g208580","P41221; Q3L254","WNT5A_HUMAN; WNT7B_CHICK","Protein Wnt-5a; Protein Wnt-7b"
"290","GO:0008020",0.0088167934584419,0.999980659381854,1,2,"G protein-coupled photoreceptor activity","MF","F","signal transduction activity","PGEN_.00g072260","Q5XXP2","OPN4_PHOSU","Melanopsin (Opsin-4)"
"291","GO:0005115",0.0151295744014914,1,1,1,"receptor tyrosine kinase-like orphan receptor binding","MF","F","signal transduction activity","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"292","GO:0005109",0.0161898276059249,0.99907749161454,2,18,"frizzled binding","MF","F","signal transduction activity","PGEN_.00g204470; PGEN_.00g208580","P41221; Q3L254","WNT5A_HUMAN; WNT7B_CHICK","Protein Wnt-5a; Protein Wnt-7b"
"293","GO:0005227",0.0189788035477554,0.999880019831842,1,3,"calcium activated cation channel activity","MF","F","transporter activity","PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"
"294","GO:0015184",0.0468249120758596,0.999077794730957,1,6,"L-cystine transmembrane transporter activity","MF","F","transporter activity","PGEN_.00g186170","P82251","BAT1_HUMAN","b(0,+)-type amino acid transporter 1 (b(0,+)AT1) (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)"
"295","GO:0102043",0.0063063647462624,1,1,1,"isopentenyl phosphate kinase activity","MF",NA,NA,"PGEN_.00g273120","O26153","IPK_METTH","Isopentenyl phosphate kinase (IPK) (EC 2.7.4.26)"
"296","GO:1902379",0.0151295744014914,1,1,1,"chemoattractant activity involved in axon guidance","MF",NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"297","GO:0090736",0.032703439459228,0.999730627256602,1,2,"MATH domain binding","MF",NA,NA,"PGEN_.00g334400","O01761","UNC89_CAEEL","Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"298","GO:0034613",0.0224497101837732,0.998436936171434,2,26,NA,NA,"P","other biological processes","PGEN_.00g204470; PGEN_.00g334400","P41221; O01761","WNT5A_HUMAN; UNC89_CAEEL","Protein Wnt-5a; Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"299","GO:0045080",0.0392547715316621,0.999417819955065,1,4,NA,NA,"P","protein metabolism","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"300","GO:0000187",0.0403765636344348,0.996097807663526,2,33,NA,NA,"P","protein metabolism","PGEN_.00g204470; PGEN_.00g211830","P41221; P16056","WNT5A_HUMAN; MET_MOUSE","Protein Wnt-5a; Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)"
"301","GO:0002741",0.024439532292806,0.999850203452584,1,2,NA,NA,"P","transport","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"302","GO:0050718",0.0263792694666654,0.999767425018419,1,3,NA,NA,"P","transport","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"303","GO:2000484",0.0392017407499138,0.999381114482949,1,5,NA,NA,"P","transport","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"304","GO:1905929",0.0142939224762196,1,1,1,NA,NA,NA,NA,"PGEN_.00g013900","Q80TN7","NAV3_MOUSE","Neuron navigator 3 (Pore membrane and/or filament-interacting-like protein 1)"
