"gene"	"adj.pval.treatment"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g180330"	0.0320898854510476	"Scaffold_08"	32604271	32628380	NA	NA	NA	NA	NA
"PGEN_.00g161820"	0.0326123815653398	"Scaffold_07"	25075325	25111343	"Q2KHR3"	"QSER1_HUMAN"	"Glutamine and serine-rich protein 1"	""	""
"PGEN_.00g069530"	0.0329468641668852	"Scaffold_03"	32255249	32255677	NA	NA	NA	NA	NA
"PGEN_.00g036740"	0.0330344457639847	"Scaffold_02"	9279184	9316411	NA	NA	NA	NA	NA
"PGEN_.00g302590"	0.0335511727772141	"Scaffold_15"	13905577	13918031	"Q9I925"	"FUCL7_ANGJA"	"Fucolectin-7"	"GO:0001868; GO:0005509; GO:0005615; GO:0010185; GO:0030246; GO:0042806; GO:0045088"	"extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; fucose binding [GO:0042806]; regulation of cellular defense response [GO:0010185]; regulation of complement activation, lectin pathway [GO:0001868]; regulation of innate immune response [GO:0045088]"
"PGEN_.00g160060"	0.0335899610557032	"Scaffold_07"	20641692	20642084	NA	NA	NA	NA	NA
"PGEN_.00g276890"	0.0335899610557032	"Scaffold_14"	2084044	2093400	NA	NA	NA	NA	NA
"PGEN_.00g343770"	0.0339362727733656	"Scaffold_18"	12077288	12079383	"O15164"	"TIF1A_HUMAN"	"Transcription intermediary factor 1-alpha (TIF1-alpha) (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM24) (RING finger protein 82) (RING-type E3 ubiquitin transferase TIF1-alpha) (Tripartite motif-containing protein 24)"	"GO:0002039; GO:0003682; GO:0003713; GO:0004672; GO:0004842; GO:0005102; GO:0005634; GO:0005654; GO:0005719; GO:0005726; GO:0005829; GO:0006366; GO:0008270; GO:0008285; GO:0016567; GO:0016922; GO:0030163; GO:0031647; GO:0034056; GO:0042981; GO:0045892; GO:0045893; GO:0046777; GO:0055074; GO:0061630; GO:0070562; GO:0070577; GO:0071391; GO:1901796"	"cytosol [GO:0005829]; nuclear euchromatin [GO:0005719]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perichromatin fibrils [GO:0005726]; chromatin binding [GO:0003682]; estrogen response element binding [GO:0034056]; lysine-acetylated histone binding [GO:0070577]; nuclear receptor binding [GO:0016922]; p53 binding [GO:0002039]; protein kinase activity [GO:0004672]; signaling receptor binding [GO:0005102]; transcription coactivator activity [GO:0003713]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; calcium ion homeostasis [GO:0055074]; cellular response to estrogen stimulus [GO:0071391]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of transcription, DNA-templated [GO:0045893]; protein autophosphorylation [GO:0046777]; protein catabolic process [GO:0030163]; protein ubiquitination [GO:0016567]; regulation of apoptotic process [GO:0042981]; regulation of protein stability [GO:0031647]; regulation of signal transduction by p53 class mediator [GO:1901796]; regulation of vitamin D receptor signaling pathway [GO:0070562]; transcription by RNA polymerase II [GO:0006366]"
"PGEN_.00g014630"	0.0341789817895118	"Scaffold_01"	38059667	38113107	"Q6ZPV2"	"INO80_MOUSE"	"Chromatin-remodeling ATPase INO80 (EC 3.6.4.-) (DNA helicase-related INO80 complex homolog 1) (DNA helicase-related protein INO80)"	"GO:0000070; GO:0000724; GO:0003677; GO:0003779; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005819; GO:0005874; GO:0005886; GO:0006281; GO:0006302; GO:0006338; GO:0006351; GO:0008094; GO:0010571; GO:0016604; GO:0016887; GO:0030307; GO:0031011; GO:0034644; GO:0042393; GO:0042766; GO:0043014; GO:0043044; GO:0043618; GO:0045944; GO:0051225; GO:0051301; GO:0070914; GO:0071479; GO:2000045"	"cytoplasm [GO:0005737]; Ino80 complex [GO:0031011]; microtubule [GO:0005874]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; spindle [GO:0005819]; actin binding [GO:0003779]; alpha-tubulin binding [GO:0043014]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; DNA binding [GO:0003677]; DNA-dependent ATPase activity [GO:0008094]; histone binding [GO:0042393]; ATP-dependent chromatin remodeling [GO:0043044]; cell division [GO:0051301]; cellular response to ionizing radiation [GO:0071479]; cellular response to UV [GO:0034644]; chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; double-strand break repair via homologous recombination [GO:0000724]; mitotic sister chromatid segregation [GO:0000070]; nucleosome mobilization [GO:0042766]; positive regulation of cell growth [GO:0030307]; positive regulation of nuclear cell cycle DNA replication [GO:0010571]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of transcription from RNA polymerase II promoter in response to stress [GO:0043618]; spindle assembly [GO:0051225]; transcription, DNA-templated [GO:0006351]; UV-damage excision repair [GO:0070914]"
"PGEN_.00g126360"	0.0341841277598777	"Scaffold_05"	60831216	60831908	NA	NA	NA	NA	NA
"PGEN_.00g023080"	0.0342571186845182	"Scaffold_01"	63366426	63383374	"O54926"	"SIVA_MOUSE"	"Apoptosis regulatory protein Siva (CD27-binding protein) (CD27BP)"	"GO:0001618; GO:0005164; GO:0005175; GO:0005654; GO:0005737; GO:0005739; GO:0006924; GO:0008270; GO:0032088; GO:0097191; GO:1901030"	"cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; CD27 receptor binding [GO:0005175]; tumor necrosis factor receptor binding [GO:0005164]; virus receptor activity [GO:0001618]; zinc ion binding [GO:0008270]; activation-induced cell death of T cells [GO:0006924]; extrinsic apoptotic signaling pathway [GO:0097191]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901030]"
"PGEN_.00g161120"	0.0342571186845182	"Scaffold_07"	23317817	23354198	"Q9UBS5"	"GABR1_HUMAN"	"Gamma-aminobutyric acid type B receptor subunit 1 (GABA-B receptor 1) (GABA-B-R1) (GABA-BR1) (GABABR1) (Gb1)"	"GO:0004965; GO:0005576; GO:0005737; GO:0005886; GO:0005887; GO:0007186; GO:0007193; GO:0007214; GO:0030054; GO:0030425; GO:0038039; GO:0042734; GO:0045211; GO:0098685; GO:0098982; GO:0099579; GO:0150099"	"cell junction [GO:0030054]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; extracellular region [GO:0005576]; G protein-coupled receptor heterodimeric complex [GO:0038039]; GABA-ergic synapse [GO:0098982]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]; Schaffer collateral - CA1 synapse [GO:0098685]; G protein-coupled GABA receptor activity [GO:0004965]; G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential [GO:0099579]; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; G protein-coupled receptor signaling pathway [GO:0007186]; gamma-aminobutyric acid signaling pathway [GO:0007214]; neuron-glial cell signaling [GO:0150099]"
"PGEN_.00g308930"	0.0342571186845182	"Scaffold_15"	30220888	30222243	NA	NA	NA	NA	NA
"PGEN_.00g014940"	0.0343724926598771	"Scaffold_01"	39125757	39141359	NA	NA	NA	NA	NA
"PGEN_.00g337030"	0.0343724926598771	"Scaffold_17"	29320344	29399120	"Q9W0S9"	"DIP2_DROME"	"Disco-interacting protein 2"	"GO:0003824; GO:0005634; GO:0007275"	"nucleus [GO:0005634]; catalytic activity [GO:0003824]; multicellular organism development [GO:0007275]"
"PGEN_.00g203950"	0.0345280950588527	"Scaffold_09"	37624601	37626259	NA	NA	NA	NA	NA
"PGEN_.00g287730"	0.0346196080323778	"Scaffold_14"	26995726	26997979	NA	NA	NA	NA	NA
"PGEN_.00g029160"	0.0351463883660367	"Scaffold_01"	80083278	80084441	NA	NA	NA	NA	NA
"PGEN_.00g136060"	0.0354167681209075	"Scaffold_06"	17698759	17724650	"Q9C5D2"	"FBL4_ARATH"	"F-box/LRR-repeat protein 4 (AtFBL4)"	"GO:0006289; GO:0006511; GO:0010225; GO:0016567; GO:0019005; GO:0031146"	"SCF ubiquitin ligase complex [GO:0019005]; nucleotide-excision repair [GO:0006289]; protein ubiquitination [GO:0016567]; response to UV-C [GO:0010225]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]"
"PGEN_.00g082390"	0.0355777382230635	"Scaffold_04"	9894020	9900405	"Q8BR93"	"HARB1_MOUSE"	"Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"	"GO:0004518; GO:0005634; GO:0005829; GO:0005886; GO:0034451; GO:0046872"	"centriolar satellite [GO:0034451]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]"
"PGEN_.00g114020"	0.0357527496344916	"Scaffold_05"	26859499	26860251	NA	NA	NA	NA	NA
"PGEN_.00g131620"	0.0359996613382635	"Scaffold_06"	6998906	7042323	"P46023"	"GR101_LYMST"	"G-protein coupled receptor GRL101"	"GO:0004930; GO:0005886; GO:0016021"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]"
"PGEN_.00g216680"	0.0363063982017419	"Scaffold_10"	33405330	33490117	NA	NA	NA	NA	NA
"PGEN_.00g232090"	0.036478364319416	"Scaffold_11"	23222226	23287551	"Q63406"	"MCF2L_RAT"	"Guanine nucleotide exchange factor DBS (DBL's big sister) (MCF2-transforming sequence-like protein) (OST oncogene)"	"GO:0005089; GO:0005545; GO:0005737; GO:0007266; GO:0012505; GO:0016020; GO:0019898; GO:0030027; GO:0031234; GO:0035025; GO:0035091; GO:0045944"	"cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; extrinsic component of membrane [GO:0019898]; lamellipodium [GO:0030027]; membrane [GO:0016020]; 1-phosphatidylinositol binding [GO:0005545]; phosphatidylinositol binding [GO:0035091]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; positive regulation of Rho protein signal transduction [GO:0035025]; positive regulation of transcription by RNA polymerase II [GO:0045944]; Rho protein signal transduction [GO:0007266]"
"PGEN_.00g281850"	0.036478364319416	"Scaffold_14"	13572143	13578188	"O60140"	"YNS9_SCHPO"	"Uncharacterized protein C18H10.09"	"GO:0005737; GO:0008270"	"cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]"
"PGEN_.00g333730"	0.036478364319416	"Scaffold_17"	19753371	19813455	"Q7TN73"	"CASD1_MOUSE"	"N-acetylneuraminate 9-O-acetyltransferase (EC 2.3.1.45) (CAS1 domain-containing protein 1) (Sialate O-acetyltransferase) (SOAT)"	"GO:0005794; GO:0005975; GO:0016407; GO:0030173; GO:0047186"	"Golgi apparatus [GO:0005794]; integral component of Golgi membrane [GO:0030173]; acetyltransferase activity [GO:0016407]; N-acetylneuraminate 7-O(or 9-O)-acetyltransferase activity [GO:0047186]; carbohydrate metabolic process [GO:0005975]"
"PGEN_.00g190430"	0.0364839314279374	"Scaffold_08"	59613122	59676228	"O75096"	"LRP4_HUMAN"	"Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)"	"GO:0001822; GO:0001942; GO:0005509; GO:0005886; GO:0006897; GO:0009953; GO:0009954; GO:0009986; GO:0014069; GO:0016021; GO:0016055; GO:0030279; GO:0030425; GO:0030971; GO:0031594; GO:0034185; GO:0042475; GO:0042733; GO:0042803; GO:0043025; GO:0044853; GO:0048813; GO:0050731; GO:0050771; GO:0050808; GO:0051124; GO:0051290; GO:0060173; GO:0071340; GO:0090090; GO:0097060; GO:0097104; GO:0097105; GO:0097110; GO:0150094; GO:1901631; GO:1904395"	"cell surface [GO:0009986]; dendrite [GO:0030425]; integral component of membrane [GO:0016021]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynaptic density [GO:0014069]; synaptic membrane [GO:0097060]; apolipoprotein binding [GO:0034185]; calcium ion binding [GO:0005509]; protein homodimerization activity [GO:0042803]; receptor tyrosine kinase binding [GO:0030971]; scaffold protein binding [GO:0097110]; amyloid-beta clearance by cellular catabolic process [GO:0150094]; dendrite morphogenesis [GO:0048813]; dorsal/ventral pattern formation [GO:0009953]; embryonic digit morphogenesis [GO:0042733]; endocytosis [GO:0006897]; hair follicle development [GO:0001942]; kidney development [GO:0001822]; limb development [GO:0060173]; negative regulation of axonogenesis [GO:0050771]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of ossification [GO:0030279]; odontogenesis of dentin-containing tooth [GO:0042475]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of presynaptic membrane organization [GO:1901631]; positive regulation of skeletal muscle acetylcholine-gated channel clustering [GO:1904395]; postsynaptic membrane assembly [GO:0097104]; presynaptic membrane assembly [GO:0097105]; protein heterotetramerization [GO:0051290]; proximal/distal pattern formation [GO:0009954]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]; synapse organization [GO:0050808]; synaptic growth at neuromuscular junction [GO:0051124]; Wnt signaling pathway [GO:0016055]"
"PGEN_.00g247270"	0.0365130509317367	"Scaffold_12"	12894966	12917488	"P49580"	"ACHE_XENLA"	"Acetylcholine receptor subunit epsilon"	"GO:0004888; GO:0016021; GO:0022848; GO:0030054; GO:0045211"	"cell junction [GO:0030054]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]; acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]"
"PGEN_.00g095900"	0.0370134787193306	"Scaffold_04"	45513581	45514510	NA	NA	NA	NA	NA
"PGEN_.00g250460"	0.0370134787193306	"Scaffold_12"	23030413	23090840	"Q8ZXT3"	"Y1111_PYRAE"	"Uncharacterized protein PAE1111"	""	""
"PGEN_.00g031690"	0.0373954089459797	"Scaffold_01"	86472181	86475050	"Q80TC5"	"POGK_MOUSE"	"Pogo transposable element with KRAB domain"	"GO:0003677; GO:0005634; GO:0006355; GO:0007275"	"nucleus [GO:0005634]; DNA binding [GO:0003677]; multicellular organism development [GO:0007275]; regulation of transcription, DNA-templated [GO:0006355]"
"PGEN_.00g105500"	0.0378126415719388	"Scaffold_05"	4955276	4988736	"P06731"	"CEAM5_HUMAN"	"Carcinoembryonic antigen-related cell adhesion molecule 5 (Carcinoembryonic antigen) (CEA) (Meconium antigen 100) (CD antigen CD66e)"	"GO:0005576; GO:0005886; GO:0005887; GO:0006915; GO:0007156; GO:0007157; GO:0009986; GO:0010832; GO:0016323; GO:0016324; GO:0031225; GO:0034109; GO:0034235; GO:0042802; GO:0042803; GO:0043066; GO:0050900; GO:0070062; GO:0071575; GO:2000811"	"anchored component of membrane [GO:0031225]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; integral component of external side of plasma membrane [GO:0071575]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; GPI anchor binding [GO:0034235]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; apoptotic process [GO:0006915]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; homotypic cell-cell adhesion [GO:0034109]; leukocyte migration [GO:0050900]; negative regulation of anoikis [GO:2000811]; negative regulation of apoptotic process [GO:0043066]; negative regulation of myotube differentiation [GO:0010832]"
"PGEN_.00g150850"	0.0380027350106285	"Scaffold_06"	56616052	56668553	"P98155"	"VLDLR_HUMAN"	"Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R)"	"GO:0005041; GO:0005509; GO:0005765; GO:0005886; GO:0005905; GO:0006869; GO:0006898; GO:0007165; GO:0007399; GO:0007411; GO:0007613; GO:0008203; GO:0016020; GO:0016021; GO:0021517; GO:0030229; GO:0032802; GO:0034185; GO:0034189; GO:0034361; GO:0034436; GO:0034447; GO:0038024; GO:0038025; GO:0038026; GO:0043235; GO:0045860; GO:0048306; GO:0048813; GO:1900006"	"clathrin-coated pit [GO:0005905]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; membrane [GO:0016020]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; very-low-density lipoprotein particle [GO:0034361]; apolipoprotein binding [GO:0034185]; calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; cargo receptor activity [GO:0038024]; low-density lipoprotein particle receptor activity [GO:0005041]; reelin receptor activity [GO:0038025]; very-low-density lipoprotein particle binding [GO:0034189]; very-low-density lipoprotein particle receptor activity [GO:0030229]; axon guidance [GO:0007411]; cholesterol metabolic process [GO:0008203]; dendrite morphogenesis [GO:0048813]; glycoprotein transport [GO:0034436]; lipid transport [GO:0006869]; low-density lipoprotein particle receptor catabolic process [GO:0032802]; memory [GO:0007613]; nervous system development [GO:0007399]; positive regulation of dendrite development [GO:1900006]; positive regulation of protein kinase activity [GO:0045860]; receptor-mediated endocytosis [GO:0006898]; reelin-mediated signaling pathway [GO:0038026]; signal transduction [GO:0007165]; ventral spinal cord development [GO:0021517]; very-low-density lipoprotein particle clearance [GO:0034447]"
"PGEN_.00g232510"	0.0380639619229956	"Scaffold_11"	24540511	24560772	NA	NA	NA	NA	NA
"PGEN_.00g137740"	0.03817037748235	"Scaffold_06"	21514369	21521149	"Q8VDN4"	"CCD92_MOUSE"	"Coiled-coil domain-containing protein 92"	"GO:0005654; GO:0005737; GO:0005813; GO:0005814; GO:0043231"	"centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]"
"PGEN_.00g188100"	0.03817037748235	"Scaffold_08"	53623671	53643740	"O13016"	"PTN1_CHICK"	"Tyrosine-protein phosphatase non-receptor type 1 (EC 3.1.3.48) (CPTP1) (Protein-tyrosine phosphatase 1B) (PTP-1B)"	"GO:0004725; GO:0005769; GO:0005789; GO:0009966; GO:0030100; GO:0030968; GO:0031532; GO:0035335"	"early endosome [GO:0005769]; endoplasmic reticulum membrane [GO:0005789]; protein tyrosine phosphatase activity [GO:0004725]; actin cytoskeleton reorganization [GO:0031532]; endoplasmic reticulum unfolded protein response [GO:0030968]; peptidyl-tyrosine dephosphorylation [GO:0035335]; regulation of endocytosis [GO:0030100]; regulation of signal transduction [GO:0009966]"
"PGEN_.00g025520"	0.0382570327129826	"Scaffold_01"	70724715	70735910	NA	NA	NA	NA	NA
"PGEN_.00g227520"	0.0382570327129826	"Scaffold_11"	9517456	9568849	"Q17LW0"	"MYO7A_AEDAE"	"Myosin-VIIa (Protein crinkled)"	"GO:0003774; GO:0005524; GO:0005737; GO:0007605; GO:0008407; GO:0016459; GO:0030048; GO:0030898; GO:0032027; GO:0035317; GO:0048800; GO:0051015"	"cytoplasm [GO:0005737]; myosin complex [GO:0016459]; actin filament binding [GO:0051015]; actin-dependent ATPase activity [GO:0030898]; ATP binding [GO:0005524]; motor activity [GO:0003774]; myosin light chain binding [GO:0032027]; actin filament-based movement [GO:0030048]; antennal morphogenesis [GO:0048800]; chaeta morphogenesis [GO:0008407]; imaginal disc-derived wing hair organization [GO:0035317]; sensory perception of sound [GO:0007605]"
"PGEN_.00g207910"	0.0385845095861723	"Scaffold_10"	10042133	10115253	"Q8IPH9"	"SLOB_DROME"	"Slowpoke-binding protein"	"GO:0004672; GO:0005737; GO:0005886; GO:0007274; GO:0032780; GO:0042391; GO:0042594; GO:0043271; GO:0045202; GO:0050804"	"cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; synapse [GO:0045202]; protein kinase activity [GO:0004672]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of ATPase activity [GO:0032780]; negative regulation of ion transport [GO:0043271]; neuromuscular synaptic transmission [GO:0007274]; regulation of membrane potential [GO:0042391]; response to starvation [GO:0042594]"
"PGEN_.00g125830"	0.0386740280897546	"Scaffold_05"	59679239	59705274	NA	NA	NA	NA	NA
"PGEN_.00g144050"	0.0386740280897546	"Scaffold_06"	38622545	38626682	NA	NA	NA	NA	NA
"PGEN_.00g088090"	0.0386968915933805	"Scaffold_04"	24048269	24076715	NA	NA	NA	NA	NA
"PGEN_.00g305950"	0.0387428021702409	"Scaffold_15"	22414331	22435708	"Q9UJW7"	"ZN229_HUMAN"	"Zinc finger protein 229"	"GO:0003677; GO:0005634; GO:0006355; GO:0046872"	"nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of transcription, DNA-templated [GO:0006355]"
"PGEN_.00g266480"	0.0389005223767815	"Scaffold_13"	18230602	18234935	NA	NA	NA	NA	NA
"PGEN_.00g178040"	0.0390099163239998	"Scaffold_08"	27273100	27296031	"Q8R4E1"	"TIP_RAT"	"T-cell immunomodulatory protein (Protein TIP) (CDA08-like protein) (Integrin-alpha FG-GAP repeat-containing protein 1) (Linkin)"	"GO:0005576; GO:0005886; GO:0016021"	"extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"
"PGEN_.00g017310"	0.0393917553598128	"Scaffold_01"	46757099	46776661	NA	NA	NA	NA	NA
"PGEN_.00g080690"	0.0395018650860734	"Scaffold_04"	5670425	5730456	"O18894"	"CLCN3_RABIT"	"H(+)/Cl(-) exchange transporter 3 (Chloride channel protein 3) (ClC-3) (Chloride transporter ClC-3)"	"GO:0005247; GO:0005524; GO:0005769; GO:0005770; GO:0005794; GO:0012506; GO:0015297; GO:0016021; GO:0030165; GO:0030658; GO:0031901; GO:0031902"	"early endosome [GO:0005769]; early endosome membrane [GO:0031901]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; transport vesicle membrane [GO:0030658]; vesicle membrane [GO:0012506]; antiporter activity [GO:0015297]; ATP binding [GO:0005524]; PDZ domain binding [GO:0030165]; voltage-gated chloride channel activity [GO:0005247]"
"PGEN_.00g120460"	0.0399883497451377	"Scaffold_05"	45575671	45619918	"P31335"	"PUR9_CHICK"	"Bifunctional purine biosynthesis protein PURH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]"	"GO:0003937; GO:0004643; GO:0005829; GO:0006189; GO:0042803"	"cytosol [GO:0005829]; IMP cyclohydrolase activity [GO:0003937]; phosphoribosylaminoimidazolecarboxamide formyltransferase activity [GO:0004643]; protein homodimerization activity [GO:0042803]; 'de novo' IMP biosynthetic process [GO:0006189]"
"PGEN_.00g131150"	0.0400457082034603	"Scaffold_06"	5627897	5629990	NA	NA	NA	NA	NA
"PGEN_.00g233580"	0.0404289418406049	"Scaffold_11"	27099534	27108460	"P68372"	"TBB4B_MOUSE"	"Tubulin beta-4B chain (Tubulin beta-2C chain)"	"GO:0000226; GO:0000278; GO:0003725; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0043209; GO:0045298"	"cytoplasm [GO:0005737]; microtubule [GO:0005874]; myelin sheath [GO:0043209]; tubulin complex [GO:0045298]; double-stranded RNA binding [GO:0003725]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based process [GO:0007017]; mitotic cell cycle [GO:0000278]"
"PGEN_.00g163830"	0.0406769057703214	"Scaffold_07"	30277942	30283521	NA	NA	NA	NA	NA
"PGEN_.00g045200"	0.0408348250506451	"Scaffold_02"	34014727	34024076	NA	NA	NA	NA	NA
"PGEN_.00g266070"	0.0410438482843154	"Scaffold_13"	17652166	17655345	"Q9Y4A5"	"TRRAP_HUMAN"	"Transformation/transcription domain-associated protein (350/400 kDa PCAF-associated factor) (PAF350/400) (STAF40) (Tra1 homolog)"	"GO:0000124; GO:0000125; GO:0000812; GO:0003712; GO:0005634; GO:0005654; GO:0005794; GO:0006281; GO:0006355; GO:0016573; GO:0016578; GO:0016579; GO:0030914; GO:0033276; GO:0035267; GO:0043967; GO:0043968; GO:1904837"	"Golgi apparatus [GO:0005794]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PCAF complex [GO:0000125]; SAGA complex [GO:0000124]; STAGA complex [GO:0030914]; Swr1 complex [GO:0000812]; transcription factor TFTC complex [GO:0033276]; transcription coregulator activity [GO:0003712]; beta-catenin-TCF complex assembly [GO:1904837]; DNA repair [GO:0006281]; histone acetylation [GO:0016573]; histone deubiquitination [GO:0016578]; histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]; protein deubiquitination [GO:0016579]; regulation of transcription, DNA-templated [GO:0006355]"
"PGEN_.00g271180"	0.0410438482843154	"Scaffold_13"	31680505	31689129	"Q9ULJ7"	"ANR50_HUMAN"	"Ankyrin repeat domain-containing protein 50"	"GO:0005768; GO:0015031; GO:1990126"	"endosome [GO:0005768]; protein transport [GO:0015031]; retrograde transport, endosome to plasma membrane [GO:1990126]"
"PGEN_.00g290400"	0.0413217683324717	"Scaffold_14"	32684479	32694765	"Q9C0G6"	"DYH6_HUMAN"	"Dynein heavy chain 6, axonemal (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6)"	"GO:0005524; GO:0005737; GO:0005874; GO:0005929; GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959"	"cilium [GO:0005929]; cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; microtubule-based movement [GO:0007018]"
"PGEN_.00g119200"	0.0413473694716067	"Scaffold_05"	41854407	41873229	"A1A4K8"	"U2AF1_BOVIN"	"Splicing factor U2AF 35 kDa subunit (U2 auxiliary factor 35 kDa subunit) (U2 snRNP auxiliary factor small subunit)"	"GO:0000398; GO:0005681; GO:0016607; GO:0030628; GO:0046872; GO:0050733; GO:0089701"	"nuclear speck [GO:0016607]; spliceosomal complex [GO:0005681]; U2AF [GO:0089701]; metal ion binding [GO:0046872]; pre-mRNA 3'-splice site binding [GO:0030628]; RS domain binding [GO:0050733]; mRNA splicing, via spliceosome [GO:0000398]"
