"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Cat","GO.Slim.Term","TP","gene","uniprot","uniprot_taxa.id"
"659","GO:0006351",0.0261375883411199,0.993681791044771,5,34,"transcription, DNA-templated","BP","P","RNA metabolism","Day145","PGEN_.00g014630","Q6ZPV2","INO80"
"660","GO:0002101",0.0406329669916711,1,1,1,"tRNA wobble cytosine modification","BP","P","RNA metabolism","Day145","PGEN_.00g020710","Q13686","ALKB1"
"661","GO:0035513",0.0406329669916711,1,1,1,"oxidative RNA demethylation","BP","P","RNA metabolism","Day145","PGEN_.00g020710","Q13686","ALKB1"
"662","GO:0042245",0.0406329669916711,1,1,1,"RNA repair","BP","P","RNA metabolism","Day145","PGEN_.00g020710","Q13686","ALKB1"
"663","GO:2000805",0.0432367773044353,1,1,1,"negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled","BP","P","RNA metabolism","Day145","PGEN_.00g076500","Q9UPN6","SCAF8"
"132","GO:0070885",0.00507852691998653,0.999775821219773,3,5,"negative regulation of calcineurin-NFAT signaling cascade","BP","P","signal transduction","Day10","PGEN_.00g002820","Q70KF4","CMYA5"
"133","GO:0070885",0.00507852691998653,0.999775821219773,3,5,"negative regulation of calcineurin-NFAT signaling cascade","BP","P","signal transduction","Day10","PGEN_.00g061400","O35115","FHL2"
"134","GO:0070885",0.00507852691998653,0.999775821219773,3,5,"negative regulation of calcineurin-NFAT signaling cascade","BP","P","signal transduction","Day10","PGEN_.00g114060","Q5YJC2","GSK3B"
"135","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g208580","Q3L254","WNT7B"
"136","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g043790","P97346","NXN"
"137","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g204470","P41221","WNT5A"
"138","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g190430","O75096","LRP4"
"139","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g070040","Q9U943","APLP"
"140","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g316730","O95271","TNKS1"
"141","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g332130","A0JM23","NPHP3"
"142","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g191680","Q5R4V3","KC1G3"
"143","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g133410","Q503L9","NXN"
"144","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g004830","Q8BRK8","AAPK2"
"145","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g010610","O75581","LRP6"
"146","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g004840","P54646","AAPK2"
"147","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g114060","Q5YJC2","GSK3B"
"148","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g291150","P67868","CSK2B"
"149","GO:0016055",0.0333511307044997,0.983648100394976,15,93,"Wnt signaling pathway","BP","P","signal transduction","Day10","PGEN_.00g212560","Q6PFX9","TNKS1"
"150","GO:0035024",0.0469833839031429,0.992974945098387,3,9,"negative regulation of Rho protein signal transduction","BP","P","signal transduction","Day10","PGEN_.00g087850","Q9ULI3","HEG1"
"151","GO:0035024",0.0469833839031429,0.992974945098387,3,9,"negative regulation of Rho protein signal transduction","BP","P","signal transduction","Day10","PGEN_.00g211830","P16056","MET"
"152","GO:0035024",0.0469833839031429,0.992974945098387,3,9,"negative regulation of Rho protein signal transduction","BP","P","signal transduction","Day10","PGEN_.00g163480","Q4FZU8","RIPR1"
"664","GO:0035666",0.0196267653318683,0.999424575368672,2,3,"TRIF-dependent toll-like receptor signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g220380","Q9UHD2","TBK1"
"665","GO:0035666",0.0196267653318683,0.999424575368672,2,3,"TRIF-dependent toll-like receptor signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g272660","Q13490","BIRC2"
"666","GO:0007223",0.0221924456686716,0.999026462083394,2,4,"Wnt signaling pathway, calcium modulating pathway","BP","P","signal transduction","Day145","PGEN_.00g204470","P41221","WNT5A"
"667","GO:0007223",0.0221924456686716,0.999026462083394,2,4,"Wnt signaling pathway, calcium modulating pathway","BP","P","signal transduction","Day145","PGEN_.00g309470","Q9UKV8","AGO2"
"668","GO:0007221",0.0293240179868406,0.998271176951342,2,5,"positive regulation of transcription of Notch receptor target","BP","P","signal transduction","Day145","PGEN_.00g242340","Q01705","NOTC1"
"669","GO:0007221",0.0293240179868406,0.998271176951342,2,5,"positive regulation of transcription of Notch receptor target","BP","P","signal transduction","Day145","PGEN_.00g325600","Q99466","NOTC4"
"670","GO:0070886",0.0355454247209809,0.997476064977317,2,6,"positive regulation of calcineurin-NFAT signaling cascade","BP","P","signal transduction","Day145","PGEN_.00g277910","Q61165","SL9A1"
"671","GO:0070886",0.0355454247209809,0.997476064977317,2,6,"positive regulation of calcineurin-NFAT signaling cascade","BP","P","signal transduction","Day145","PGEN_.00g159920","P24587","AKAP5"
"672","GO:0019933",0.0371683580542198,0.992198547631101,4,20,"cAMP-mediated signaling","BP","P","signal transduction","Day145","PGEN_.00g268760","Q9EQZ6","RPGF4"
"673","GO:0019933",0.0371683580542198,0.992198547631101,4,20,"cAMP-mediated signaling","BP","P","signal transduction","Day145","PGEN_.00g007340","Q08499","PDE4D"
"674","GO:0019933",0.0371683580542198,0.992198547631101,4,20,"cAMP-mediated signaling","BP","P","signal transduction","Day145","PGEN_.00g101290","P14099","PDE2A"
"675","GO:0019933",0.0371683580542198,0.992198547631101,4,20,"cAMP-mediated signaling","BP","P","signal transduction","Day145","PGEN_.00g059160","C6KFA3","AGRG6"
"676","GO:0030514",0.0381265734577389,0.989834245437051,5,33,"negative regulation of BMP signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g204470","P41221","WNT5A"
"677","GO:0030514",0.0381265734577389,0.989834245437051,5,33,"negative regulation of BMP signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g116670","O88307","SORL"
"678","GO:0030514",0.0381265734577389,0.989834245437051,5,33,"negative regulation of BMP signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g348700","Q9UPN9","TRI33"
"679","GO:0030514",0.0381265734577389,0.989834245437051,5,33,"negative regulation of BMP signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g242340","Q01705","NOTC1"
"680","GO:0030514",0.0381265734577389,0.989834245437051,5,33,"negative regulation of BMP signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g336990","Q9UPN9","TRI33"
"681","GO:0090090",0.0394000689329074,0.987686705514867,6,46,"negative regulation of canonical Wnt signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g204470","P41221","WNT5A"
"682","GO:0090090",0.0394000689329074,0.987686705514867,6,46,"negative regulation of canonical Wnt signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g111560","Q90Z05","VNG2B"
"683","GO:0090090",0.0394000689329074,0.987686705514867,6,46,"negative regulation of canonical Wnt signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g242340","Q01705","NOTC1"
"684","GO:0090090",0.0394000689329074,0.987686705514867,6,46,"negative regulation of canonical Wnt signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g072570","O95835","LATS1"
"685","GO:0090090",0.0394000689329074,0.987686705514867,6,46,"negative regulation of canonical Wnt signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g190430","O75096","LRP4"
"686","GO:0090090",0.0394000689329074,0.987686705514867,6,46,"negative regulation of canonical Wnt signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g010620","O75581","LRP6"
"687","GO:0060392",0.0407187379835152,0.996883734823025,2,6,"negative regulation of SMAD protein signal transduction","BP","P","signal transduction","Day145","PGEN_.00g051430","Q2HJF4","PBLD"
"688","GO:0060392",0.0407187379835152,0.996883734823025,2,6,"negative regulation of SMAD protein signal transduction","BP","P","signal transduction","Day145","PGEN_.00g303240","Q66K08","CILP1"
"689","GO:0070495",0.0417375463199372,1,1,1,"negative regulation of thrombin-activated receptor signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g211830","P16056","MET"
"690","GO:1901189",0.0419837999983979,1,1,1,"positive regulation of ephrin receptor signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g242340","Q01705","NOTC1"
"691","GO:0045744",0.0458060243760459,0.996543795403267,2,5,"negative regulation of G protein-coupled receptor signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g259150","O08774","RGS12"
"692","GO:0045744",0.0458060243760459,0.996543795403267,2,5,"negative regulation of G protein-coupled receptor signaling pathway","BP","P","signal transduction","Day145","PGEN_.00g173900","Q8CG73","FTM"
"693","GO:0010753",0.0467660896694147,0.992197060122448,3,15,"positive regulation of cGMP-mediated signaling","BP","P","signal transduction","Day145","PGEN_.00g164020","P16066","ANPRA"
"694","GO:0010753",0.0467660896694147,0.992197060122448,3,15,"positive regulation of cGMP-mediated signaling","BP","P","signal transduction","Day145","PGEN_.00g148340","P16066","ANPRA"
"695","GO:0010753",0.0467660896694147,0.992197060122448,3,15,"positive regulation of cGMP-mediated signaling","BP","P","signal transduction","Day145","PGEN_.00g278670","P18293","ANPRA"
"1031","GO:0016055",0.00276273888292525,0.999601645832004,5,93,"Wnt signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g004840","P54646","AAPK2"
"1032","GO:0016055",0.00276273888292525,0.999601645832004,5,93,"Wnt signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g043790","P97346","NXN"
"1033","GO:0016055",0.00276273888292525,0.999601645832004,5,93,"Wnt signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g190430","O75096","LRP4"
"1034","GO:0016055",0.00276273888292525,0.999601645832004,5,93,"Wnt signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1035","GO:0016055",0.00276273888292525,0.999601645832004,5,93,"Wnt signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g208580","Q3L254","WNT7B"
"1036","GO:0070495",0.0078819923351325,1,1,1,"negative regulation of thrombin-activated receptor signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g211830","P16056","MET"
"1037","GO:0045880",0.0107502069105273,0.999511517343003,2,16,"positive regulation of smoothened signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g049510","Q8TDM6","DLG5"
"1038","GO:0045880",0.0107502069105273,0.999511517343003,2,16,"positive regulation of smoothened signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g165230","Q8IWY4","SCUB1"
"1039","GO:0038031",0.0151247005802078,1,1,1,"non-canonical Wnt signaling pathway via JNK cascade","BP","P","signal transduction","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1040","GO:0060775",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in gastrula mediolateral intercalation","BP","P","signal transduction","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1041","GO:0061347",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in outflow tract morphogenesis","BP","P","signal transduction","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1042","GO:0061350",0.0151247005802078,1,1,1,"planar cell polarity pathway involved in cardiac muscle tissue morphogenesis","BP","P","signal transduction","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1043","GO:0035330",0.0206381536848329,0.999893386965819,1,2,"regulation of hippo signaling","BP","P","signal transduction","Persistent","PGEN_.00g166530","Q29RK9","MOB3B"
"1044","GO:2000052",0.026553123186209,0.999822981162199,1,2,"positive regulation of non-canonical Wnt signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1045","GO:0048012",0.0318143007665538,0.99961882610982,1,4,"hepatocyte growth factor receptor signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g211830","P16056","MET"
"1046","GO:0014722",0.0326921130172535,0.999730815385495,1,2,"regulation of skeletal muscle contraction by calcium ion signaling","BP","P","signal transduction","Persistent","PGEN_.00g334400","O01761","UNC89"
"1047","GO:0035567",0.0332824465922082,0.999582570309423,1,4,"non-canonical Wnt signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1048","GO:0060070",0.0349060166142583,0.996907903951027,2,28,"canonical Wnt signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1049","GO:0060070",0.0349060166142583,0.996907903951027,2,28,"canonical Wnt signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g208580","Q3L254","WNT7B"
"1050","GO:0040037",0.0388173152390893,0.999368290066938,1,6,"negative regulation of fibroblast growth factor receptor signaling pathway","BP","P","signal transduction","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1051","GO:0070886",0.0395744750415515,0.999343205165709,1,6,"positive regulation of calcineurin-NFAT signaling cascade","BP","P","signal transduction","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"1052","GO:0007223",0.0436516765735053,0.99927872371542,1,4,"Wnt signaling pathway, calcium modulating pathway","BP","P","signal transduction","Persistent","PGEN_.00g204470","P41221","WNT5A"
"317","GO:0005154",0.0182663601749863,0.9973997066638,4,10,"epidermal growth factor receptor binding","MF","F","signal transduction activity","Day10","PGEN_.00g316700","O15162","PLS1"
"318","GO:0005154",0.0182663601749863,0.9973997066638,4,10,"epidermal growth factor receptor binding","MF","F","signal transduction activity","Day10","PGEN_.00g051240","Q6YKA8","DRK"
"319","GO:0005154",0.0182663601749863,0.9973997066638,4,10,"epidermal growth factor receptor binding","MF","F","signal transduction activity","Day10","PGEN_.00g344450","Q9TTY2","FER"
"320","GO:0005154",0.0182663601749863,0.9973997066638,4,10,"epidermal growth factor receptor binding","MF","F","signal transduction activity","Day10","PGEN_.00g025600","Q3V6T2","GRDN"
"321","GO:0035258",0.0252650643687519,0.999148510402981,2,3,"steroid hormone receptor binding","MF","F","signal transduction activity","Day10","PGEN_.00g229320","P98158","LRP2"
"322","GO:0035258",0.0252650643687519,0.999148510402981,2,3,"steroid hormone receptor binding","MF","F","signal transduction activity","Day10","PGEN_.00g229340","P98158","LRP2"
"508","GO:0008020",0.0426061698804681,0.999537319584266,1,2,"G protein-coupled photoreceptor activity","MF","F","signal transduction activity","Day135","PGEN_.00g072260","Q5XXP2","OPN4"
"818","GO:0005175",0.0411383704276657,1,1,1,"CD27 receptor binding","MF","F","signal transduction activity","Day145","PGEN_.00g023080","O54926","SIVA"
"819","GO:0031698",0.045815338564267,0.99625628792787,2,6,"beta-2 adrenergic receptor binding","MF","F","signal transduction activity","Day145","PGEN_.00g007340","Q08499","PDE4D"
"820","GO:0031698",0.045815338564267,0.99625628792787,2,6,"beta-2 adrenergic receptor binding","MF","F","signal transduction activity","Day145","PGEN_.00g159920","P24587","AKAP5"
"1264","GO:0048018",0.00307607085580881,0.999937262429338,2,7,"receptor ligand activity","MF","F","signal transduction activity","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1265","GO:0048018",0.00307607085580881,0.999937262429338,2,7,"receptor ligand activity","MF","F","signal transduction activity","Persistent","PGEN_.00g208580","Q3L254","WNT7B"
"1266","GO:0008020",0.00881528564403798,0.999980666010919,1,2,"G protein-coupled photoreceptor activity","MF","F","signal transduction activity","Persistent","PGEN_.00g072260","Q5XXP2","OPN4"
"1267","GO:0005115",0.0151247005802078,1,1,1,"receptor tyrosine kinase-like orphan receptor binding","MF","F","signal transduction activity","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1268","GO:0005109",0.0161813057696987,0.999078233070868,2,18,"frizzled binding","MF","F","signal transduction activity","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1269","GO:0005109",0.0161813057696987,0.999078233070868,2,18,"frizzled binding","MF","F","signal transduction activity","Persistent","PGEN_.00g208580","Q3L254","WNT7B"
"153","GO:0043518",0.0252931750575759,0.999147039172486,2,3,"negative regulation of DNA damage response, signal transduction by p53 class mediator","BP","P","stress response","Day10","PGEN_.00g052930","O60341","KDM1A"
"154","GO:0043518",0.0252931750575759,0.999147039172486,2,3,"negative regulation of DNA damage response, signal transduction by p53 class mediator","BP","P","stress response","Day10","PGEN_.00g048200","Q96EB6","SIR1"
"409","GO:0010286",0.0430803742408247,1,1,1,"heat acclimation","BP","P","stress response","Day135","PGEN_.00g110700","G5EFF5","DAF12"
"696","GO:0045088",0.00641509390882176,0.99923664980398,4,16,"regulation of innate immune response","BP","P","stress response","Day145","PGEN_.00g263790","Q9I926","FUCL6"
"697","GO:0045088",0.00641509390882176,0.99923664980398,4,16,"regulation of innate immune response","BP","P","stress response","Day145","PGEN_.00g272660","Q13490","BIRC2"
"698","GO:0045088",0.00641509390882176,0.99923664980398,4,16,"regulation of innate immune response","BP","P","stress response","Day145","PGEN_.00g302590","Q9I925","FUCL7"
"699","GO:0045088",0.00641509390882176,0.99923664980398,4,16,"regulation of innate immune response","BP","P","stress response","Day145","PGEN_.00g022920","Q502K2","SAMH1"
"700","GO:0071498",0.0170317474638732,0.999352331049867,2,4,"cellular response to fluid shear stress","BP","P","stress response","Day145","PGEN_.00g171350","Q8R1S4","MTSS1"
"701","GO:0071498",0.0170317474638732,0.999352331049867,2,4,"cellular response to fluid shear stress","BP","P","stress response","Day145","PGEN_.00g171340","O43312","MTSS1"
"702","GO:0010185",0.0258264548613731,0.998579196530525,2,5,"regulation of cellular defense response","BP","P","stress response","Day145","PGEN_.00g263790","Q9I926","FUCL6"
"703","GO:0010185",0.0258264548613731,0.998579196530525,2,5,"regulation of cellular defense response","BP","P","stress response","Day145","PGEN_.00g302590","Q9I925","FUCL7"
"704","GO:0070417",0.0284777425665183,0.998208621088491,2,6,"cellular response to cold","BP","P","stress response","Day145","PGEN_.00g277910","Q61165","SL9A1"
"705","GO:0070417",0.0284777425665183,0.998208621088491,2,6,"cellular response to cold","BP","P","stress response","Day145","PGEN_.00g236120","Q27968","DNJC3"
"706","GO:0050729",0.0356486737688707,0.992488112695054,4,23,"positive regulation of inflammatory response","BP","P","stress response","Day145","PGEN_.00g204470","P41221","WNT5A"
"707","GO:0050729",0.0356486737688707,0.992488112695054,4,23,"positive regulation of inflammatory response","BP","P","stress response","Day145","PGEN_.00g279490","P42231","STA5A"
"708","GO:0050729",0.0356486737688707,0.992488112695054,4,23,"positive regulation of inflammatory response","BP","P","stress response","Day145","PGEN_.00g003430","Q2V897","TLR2"
"709","GO:0050729",0.0356486737688707,0.992488112695054,4,23,"positive regulation of inflammatory response","BP","P","stress response","Day145","PGEN_.00g101290","P14099","PDE2A"
"710","GO:0006288",0.0452810826769735,1,1,1,"base-excision repair, DNA ligation","BP","P","stress response","Day145","PGEN_.00g134810","P18887","XRCC1"
"1053","GO:0034342",0.0131088308312884,1,1,1,"response to type III interferon","BP","P","stress response","Persistent","PGEN_.00g203340","Q32L09","SHFL"
"1054","GO:1900408",0.0218907564910535,1,1,1,"negative regulation of cellular response to oxidative stress","BP","P","stress response","Persistent","PGEN_.00g312440","Q4V8B0","OXR1"
"1055","GO:0050727",0.0290632887620229,0.997672086988577,2,27,"regulation of inflammatory response","BP","P","stress response","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1056","GO:0050727",0.0290632887620229,0.997672086988577,2,27,"regulation of inflammatory response","BP","P","stress response","Persistent","PGEN_.00g213360","Q14995","NR1D2"
"1057","GO:0014012",0.0296563757472842,0.999669088667041,1,4,"peripheral nervous system axon regeneration","BP","P","stress response","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"1058","GO:0009414",0.0302473251002766,0.999693676238769,1,3,"response to water deprivation","BP","P","stress response","Persistent","PGEN_.00g029240","Q86VZ4","LRP11"
"1059","GO:0007596",0.0325385978188423,0.997210250875537,2,31,"blood coagulation","BP","P","stress response","Persistent","PGEN_.00g165230","Q8IWY4","SCUB1"
"1060","GO:0007596",0.0325385978188423,0.997210250875537,2,31,"blood coagulation","BP","P","stress response","Persistent","PGEN_.00g345410","Q29485","PLMN"
"1061","GO:0042060",0.039859403711242,0.996198604603068,2,29,"wound healing","BP","P","stress response","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"1062","GO:0042060",0.039859403711242,0.996198604603068,2,29,"wound healing","BP","P","stress response","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1063","GO:0034341",0.0427187843621804,0.999309502998585,1,4,"response to interferon-gamma","BP","P","stress response","Persistent","PGEN_.00g203340","Q32L09","SHFL"
"1064","GO:0070417",0.0444338773149957,0.999170376346212,1,6,"cellular response to cold","BP","P","stress response","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"1065","GO:0010185",0.0448004727842727,0.999189829803756,1,5,"regulation of cellular defense response","BP","P","stress response","Persistent","PGEN_.00g263790","Q9I926","FUCL6"
"1066","GO:0009651",0.0469282002981594,0.999256950925502,1,3,"response to salt stress","BP","P","stress response","Persistent","PGEN_.00g043300","Q07076","ANXA7"
"155","GO:0015813",0.00352400473868751,0.999906589243839,3,4,"L-glutamate transmembrane transport","BP","P","transport","Day10","PGEN_.00g104460","Q9UJS0","CMC2"
"156","GO:0015813",0.00352400473868751,0.999906589243839,3,4,"L-glutamate transmembrane transport","BP","P","transport","Day10","PGEN_.00g192440","P31596","EAA2"
"157","GO:0015813",0.00352400473868751,0.999906589243839,3,4,"L-glutamate transmembrane transport","BP","P","transport","Day10","PGEN_.00g006410","P43005","EAA3"
"158","GO:0046879",0.0252650643687519,0.999148510402981,2,3,"hormone secretion","BP","P","transport","Day10","PGEN_.00g229320","P98158","LRP2"
"159","GO:0046879",0.0252650643687519,0.999148510402981,2,3,"hormone secretion","BP","P","transport","Day10","PGEN_.00g229340","P98158","LRP2"
"160","GO:0006907",0.0298701268421379,0.998895269959203,2,3,"pinocytosis","BP","P","transport","Day10","PGEN_.00g085250","Q3ZBM5","SNX5"
"161","GO:0006907",0.0298701268421379,0.998895269959203,2,3,"pinocytosis","BP","P","transport","Day10","PGEN_.00g166830","Q54F25","CLN3"
"162","GO:0070779",0.0457543600967794,0.997002801745555,2,4,"D-aspartate import across plasma membrane","BP","P","transport","Day10","PGEN_.00g192440","P31596","EAA2"
"163","GO:0070779",0.0457543600967794,0.997002801745555,2,4,"D-aspartate import across plasma membrane","BP","P","transport","Day10","PGEN_.00g006410","P43005","EAA3"
"164","GO:0006836",0.0484719729651229,0.992659247206615,3,9,"neurotransmitter transport","BP","P","transport","Day10","PGEN_.00g332320","Q05084","ICA69"
"165","GO:0006836",0.0484719729651229,0.992659247206615,3,9,"neurotransmitter transport","BP","P","transport","Day10","PGEN_.00g015190","Q6INC8","VGLU1"
"166","GO:0006836",0.0484719729651229,0.992659247206615,3,9,"neurotransmitter transport","BP","P","transport","Day10","PGEN_.00g192440","P31596","EAA2"
"410","GO:0015711",0.00667209907261965,0.999805768175185,2,6,"organic anion transport","BP","P","transport","Day135","PGEN_.00g022020","Q8BGD4","SO4C1"
"411","GO:0015711",0.00667209907261965,0.999805768175185,2,6,"organic anion transport","BP","P","transport","Day135","PGEN_.00g110470","Q8BGD4","SO4C1"
"412","GO:0043252",0.0242396065143876,0.998400134799289,2,10,"sodium-independent organic anion transport","BP","P","transport","Day135","PGEN_.00g022020","Q8BGD4","SO4C1"
"413","GO:0043252",0.0242396065143876,0.998400134799289,2,10,"sodium-independent organic anion transport","BP","P","transport","Day135","PGEN_.00g110470","Q8BGD4","SO4C1"
"414","GO:0072383",0.0311208307073145,0.997698051557109,2,9,"plus-end-directed vesicle transport along microtubule","BP","P","transport","Day135","PGEN_.00g267550","E9Q5G3","KIF23"
"415","GO:0072383",0.0311208307073145,0.997698051557109,2,9,"plus-end-directed vesicle transport along microtubule","BP","P","transport","Day135","PGEN_.00g243530","E9Q5G3","KIF23"
"416","GO:0048260",0.0451904320655204,0.996148197554575,2,7,"positive regulation of receptor-mediated endocytosis","BP","P","transport","Day135","PGEN_.00g343270","P54939","TLN1"
"417","GO:0048260",0.0451904320655204,0.996148197554575,2,7,"positive regulation of receptor-mediated endocytosis","BP","P","transport","Day135","PGEN_.00g051300","Q6YKA8","DRK"
"711","GO:0060453",0.00501060004558658,1,2,2,"regulation of gastric acid secretion","BP","P","transport","Day145","PGEN_.00g076930","P70057","KCNQ1"
"712","GO:0060453",0.00501060004558658,1,2,2,"regulation of gastric acid secretion","BP","P","transport","Day145","PGEN_.00g065950","O73925","KCNQ1"
"713","GO:0086009",0.00501060004558658,1,2,2,"membrane repolarization","BP","P","transport","Day145","PGEN_.00g076930","P70057","KCNQ1"
"714","GO:0086009",0.00501060004558658,1,2,2,"membrane repolarization","BP","P","transport","Day145","PGEN_.00g065950","O73925","KCNQ1"
"715","GO:0007589",0.0105466893787707,0.999118524028873,3,9,"body fluid secretion","BP","P","transport","Day145","PGEN_.00g164020","P16066","ANPRA"
"716","GO:0007589",0.0105466893787707,0.999118524028873,3,9,"body fluid secretion","BP","P","transport","Day145","PGEN_.00g290440","Q91V41","RAB14"
"717","GO:0007589",0.0105466893787707,0.999118524028873,3,9,"body fluid secretion","BP","P","transport","Day145","PGEN_.00g148340","P16066","ANPRA"
"718","GO:0015810",0.0156927203582945,0.999428881992,2,4,"aspartate transmembrane transport","BP","P","transport","Day145","PGEN_.00g104460","Q9UJS0","CMC2"
"719","GO:0015810",0.0156927203582945,0.999428881992,2,4,"aspartate transmembrane transport","BP","P","transport","Day145","PGEN_.00g143030","Q9Z0Z5","S13A3"
"720","GO:0035815",0.0346869470667675,0.997569868284598,2,6,"positive regulation of renal sodium excretion","BP","P","transport","Day145","PGEN_.00g164020","P16066","ANPRA"
"721","GO:0035815",0.0346869470667675,0.997569868284598,2,6,"positive regulation of renal sodium excretion","BP","P","transport","Day145","PGEN_.00g148340","P16066","ANPRA"
"722","GO:0043271",0.0353673317907653,0.997495631574361,2,6,"negative regulation of ion transport","BP","P","transport","Day145","PGEN_.00g159920","P24587","AKAP5"
"723","GO:0043271",0.0353673317907653,0.997495631574361,2,6,"negative regulation of ion transport","BP","P","transport","Day145","PGEN_.00g207910","Q8IPH9","SLOB"
"724","GO:0007303",0.0376802893992253,0.998413301918726,2,3,"cytoplasmic transport, nurse cell to oocyte","BP","P","transport","Day145","PGEN_.00g279870","P00522","ABL"
"725","GO:0007303",0.0376802893992253,0.998413301918726,2,3,"cytoplasmic transport, nurse cell to oocyte","BP","P","transport","Day145","PGEN_.00g226840","Q9VEN1","FLNA"
"1067","GO:0035794",0.0211154886502878,0.999851339210763,1,3,"positive regulation of mitochondrial membrane permeability","BP","P","transport","Persistent","PGEN_.00g277910","Q61165","SL9A1"
"1068","GO:0046827",0.0237959170316437,0.999858036312391,1,2,"positive regulation of protein export from nucleus","BP","P","transport","Persistent","PGEN_.00g279870","P00522","ABL"
"1069","GO:0060453",0.0243330009963386,0.999851514653958,1,2,"regulation of gastric acid secretion","BP","P","transport","Persistent","PGEN_.00g065950","O73925","KCNQ1"
