"","gene","GO.Slim.Term","adj.pval.Initial.Treatment","scaffold","start","end","uniprot.id","uniprot_taxa.id","Uniprot.Name","GO.IDs","GO.Descript"
"11","PGEN_.00g009130","other biological processes",0.00217775671213679,"Scaffold_01",23640484,23674950,"Q7ZVT3","SAS6_DANRE","Spindle assembly abnormal protein 6 homolog","GO:0000280; GO:0005737; GO:0005813; GO:0005814; GO:0007052; GO:0007099; GO:0007283; GO:0040016; GO:0051298; GO:0098536","centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; deuterosome [GO:0098536]; centriole replication [GO:0007099]; centrosome duplication [GO:0051298]; embryonic cleavage [GO:0040016]; mitotic spindle organization [GO:0007052]; nuclear division [GO:0000280]; spermatogenesis [GO:0007283]"
"12","PGEN_.00g009290","other biological processes",0.00356555911361461,"Scaffold_01",24158956,24178469,"Q8CG46","SMC5_MOUSE","Structural maintenance of chromosomes protein 5 (SMC protein 5) (SMC-5) (mSMC5) (Protein expressed in male leptotene and zygotene spermatocytes 453) (MLZ-453)","GO:0000722; GO:0000724; GO:0000781; GO:0000803; GO:0005524; GO:0005634; GO:0006974; GO:0007062; GO:0016605; GO:0016607; GO:0030054; GO:0030915; GO:0034184; GO:0035061; GO:0035861; GO:0051301; GO:0051984; GO:0090398","cell junction [GO:0030054]; chromosome, telomeric region [GO:0000781]; interchromatin granule [GO:0035061]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; PML body [GO:0016605]; sex chromosome [GO:0000803]; site of double-strand break [GO:0035861]; Smc5-Smc6 complex [GO:0030915]; ATP binding [GO:0005524]; cell division [GO:0051301]; cellular response to DNA damage stimulus [GO:0006974]; cellular senescence [GO:0090398]; double-strand break repair via homologous recombination [GO:0000724]; positive regulation of chromosome segregation [GO:0051984]; positive regulation of maintenance of mitotic sister chromatid cohesion [GO:0034184]; sister chromatid cohesion [GO:0007062]; telomere maintenance via recombination [GO:0000722]"
"13","PGEN_.00g009610","other biological processes",0.0135598670216344,"Scaffold_01",25216421,25261807,"Q6RG02","VIT_PENME","Vitellogenin [Cleaved into: Vitellin]","GO:0005319; GO:0008289; GO:0045735; GO:0048477","lipid binding [GO:0008289]; lipid transporter activity [GO:0005319]; nutrient reservoir activity [GO:0045735]; oogenesis [GO:0048477]"
"14","PGEN_.00g010610","other biological processes",0.0190720591675936,"Scaffold_01",28029819,28037595,"O75581","LRP6_HUMAN","Low-density lipoprotein receptor-related protein 6 (LRP-6)","GO:0001702; GO:0001843; GO:0001933; GO:0003344; GO:0005041; GO:0005102; GO:0005109; GO:0005576; GO:0005623; GO:0005783; GO:0005886; GO:0005901; GO:0006469; GO:0007204; GO:0007268; GO:0009880; GO:0009952; GO:0009986; GO:0014029; GO:0014033; GO:0016021; GO:0016055; GO:0017147; GO:0019210; GO:0019534; GO:0021587; GO:0021794; GO:0021987; GO:0030326; GO:0030901; GO:0030917; GO:0031410; GO:0031901; GO:0034185; GO:0034392; GO:0035261; GO:0042475; GO:0042802; GO:0042803; GO:0042813; GO:0043025; GO:0043434; GO:0044335; GO:0044340; GO:0045202; GO:0045787; GO:0045893; GO:0045944; GO:0046849; GO:0048596; GO:0051091; GO:0060021; GO:0060026; GO:0060059; GO:0060070; GO:0060325; GO:0060349; GO:0060444; GO:0060535; GO:0071397; GO:0071542; GO:0071901; GO:0071936; GO:0072659; GO:0090009; GO:0090090; GO:0090118; GO:0090244; GO:0090245; GO:0098609; GO:1904886; GO:1904928; GO:1904948; GO:1904953; GO:1990851; GO:1990909","caveola [GO:0005901]; cell [GO:0005623]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; synapse [GO:0045202]; Wnt signalosome [GO:1990909]; Wnt-Frizzled-LRP5/6 complex [GO:1990851]; apolipoprotein binding [GO:0034185]; coreceptor activity involved in canonical Wnt signaling pathway [GO:1904928]; coreceptor activity involved in Wnt signaling pathway [GO:0071936]; frizzled binding [GO:0005109]; identical protein binding [GO:0042802]; kinase inhibitor activity [GO:0019210]; low-density lipoprotein particle receptor activity [GO:0005041]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]; toxin transmembrane transporter activity [GO:0019534]; Wnt-activated receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]; anterior/posterior pattern specification [GO:0009952]; axis elongation involved in somitogenesis [GO:0090245]; beta-catenin destruction complex disassembly [GO:1904886]; bone morphogenesis [GO:0060349]; bone remodeling [GO:0046849]; branching involved in mammary gland duct morphogenesis [GO:0060444]; canonical Wnt signaling pathway [GO:0060070]; canonical Wnt signaling pathway involved in neural crest cell differentiation [GO:0044335]; canonical Wnt signaling pathway involved in regulation of cell proliferation [GO:0044340]; cell-cell adhesion [GO:0098609]; cellular response to cholesterol [GO:0071397]; cerebellum morphogenesis [GO:0021587]; cerebral cortex development [GO:0021987]; chemical synaptic transmission [GO:0007268]; convergent extension [GO:0060026]; dopaminergic neuron differentiation [GO:0071542]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic limb morphogenesis [GO:0030326]; embryonic pattern specification [GO:0009880]; embryonic retina morphogenesis in camera-type eye [GO:0060059]; external genitalia morphogenesis [GO:0035261]; face morphogenesis [GO:0060325]; gastrulation with mouth forming second [GO:0001702]; midbrain development [GO:0030901]; midbrain dopaminergic neuron differentiation [GO:1904948]; midbrain-hindbrain boundary development [GO:0030917]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; negative regulation of smooth muscle cell apoptotic process [GO:0034392]; neural crest cell differentiation [GO:0014033]; neural crest formation [GO:0014029]; neural tube closure [GO:0001843]; odontogenesis of dentin-containing tooth [GO:0042475]; pericardium morphogenesis [GO:0003344]; positive regulation of cell cycle [GO:0045787]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; primitive streak formation [GO:0090009]; protein localization to plasma membrane [GO:0072659]; receptor-mediated endocytosis involved in cholesterol transport [GO:0090118]; response to peptide hormone [GO:0043434]; roof of mouth development [GO:0060021]; thalamus development [GO:0021794]; trachea cartilage morphogenesis [GO:0060535]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation [GO:1904953]; Wnt signaling pathway involved in somitogenesis [GO:0090244]"
"15","PGEN_.00g013150","other biological processes",0.00254400594863869,"Scaffold_01",34253405,34263059,"Q9BQ04","RBM4B_HUMAN","RNA-binding protein 4B (RNA-binding motif protein 30) (RNA-binding motif protein 4B) (RNA-binding protein 30)","GO:0000381; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006417; GO:0007623; GO:0008270; GO:0010628; GO:0016607; GO:0032922; GO:0032991; GO:0043153; GO:0045292","cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; circadian regulation of gene expression [GO:0032922]; circadian rhythm [GO:0007623]; entrainment of circadian clock by photoperiod [GO:0043153]; mRNA cis splicing, via spliceosome [GO:0045292]; positive regulation of gene expression [GO:0010628]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of translation [GO:0006417]"
"16","PGEN_.00g013860","other biological processes",1.27334924488261e-05,"Scaffold_01",35771821,35794668,"P33527","MRP1_HUMAN","Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)","GO:0005524; GO:0005886; GO:0005887; GO:0006691; GO:0006855; GO:0008559; GO:0009235; GO:0009925; GO:0009986; GO:0015420; GO:0015431; GO:0015562; GO:0016020; GO:0016323; GO:0016887; GO:0034040; GO:0034634; GO:0034775; GO:0042493; GO:0042626; GO:0042908; GO:0042910; GO:0045332; GO:0050729; GO:0055085; GO:0060326; GO:0070062; GO:0070633; GO:0071716; GO:0099039; GO:0140115; GO:0140359; GO:1904646","basal plasma membrane [GO:0009925]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; ABC-type transmembrane transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled glutathione S-conjugate transmembrane transporter activity [GO:0015431]; ATPase-coupled lipid transmembrane transporter activity [GO:0034040]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATPase-coupled vitamin B12 transmembrane transporter activity [GO:0015420]; ATPase-coupled xenobiotic transmembrane transporter activity [GO:0008559]; efflux transmembrane transporter activity [GO:0015562]; glutathione transmembrane transporter activity [GO:0034634]; xenobiotic transmembrane transporter activity [GO:0042910]; cell chemotaxis [GO:0060326]; cellular response to amyloid-beta [GO:1904646]; cobalamin metabolic process [GO:0009235]; drug transmembrane transport [GO:0006855]; export across plasma membrane [GO:0140115]; glutathione transmembrane transport [GO:0034775]; leukotriene metabolic process [GO:0006691]; leukotriene transport [GO:0071716]; phospholipid translocation [GO:0045332]; positive regulation of inflammatory response [GO:0050729]; response to drug [GO:0042493]; sphingolipid translocation [GO:0099039]; transepithelial transport [GO:0070633]; transmembrane transport [GO:0055085]; xenobiotic transport [GO:0042908]"
"17","PGEN_.00g013900","other biological processes",0.0047019107511183,"Scaffold_01",35824608,35872288,"Q80TN7","NAV3_MOUSE","Neuron navigator 3 (Pore membrane and/or filament-interacting-like protein 1)","GO:0005524; GO:0005634; GO:0005635; GO:0005640; GO:0007026; GO:0007399; GO:0008017; GO:0022008; GO:0030336; GO:0031116; GO:0032703; GO:1905929","nuclear envelope [GO:0005635]; nuclear outer membrane [GO:0005640]; nucleus [GO:0005634]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; negative regulation of cell migration [GO:0030336]; negative regulation of interleukin-2 production [GO:0032703]; negative regulation of microtubule depolymerization [GO:0007026]; nervous system development [GO:0007399]; neurogenesis [GO:0022008]; positive regulation of invadopodium disassembly [GO:1905929]; positive regulation of microtubule polymerization [GO:0031116]"
"18","PGEN_.00g014370","other biological processes",1.70717113081924e-09,"Scaffold_01",37277926,37336883,"Q11002","CANA_DROME","Calpain-A (EC 3.4.22.-) (Calcium-activated neutral proteinase A) (CANP A) [Cleaved into: Calpain-A catalytic subunit]","GO:0004198; GO:0005509; GO:0005737; GO:0006508; GO:0007520; GO:0008340; GO:0008345; GO:0009953; GO:0015629; GO:0016322; GO:0016540; GO:0042335; GO:0043025; GO:0050832","actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; neuronal cell body [GO:0043025]; calcium ion binding [GO:0005509]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; cuticle development [GO:0042335]; defense response to fungus [GO:0050832]; determination of adult lifespan [GO:0008340]; dorsal/ventral pattern formation [GO:0009953]; larval locomotory behavior [GO:0008345]; myoblast fusion [GO:0007520]; neuron remodeling [GO:0016322]; protein autoprocessing [GO:0016540]; proteolysis [GO:0006508]"
"19","PGEN_.00g015010","other biological processes",0.0109734019697411,"Scaffold_01",39289419,39293531,"Q80TF4","KLH13_MOUSE","Kelch-like protein 13 (BTB and kelch domain-containing protein 2)","GO:0004842; GO:0007049; GO:0016567; GO:0030496; GO:0031463; GO:0032465; GO:0051301","Cul3-RING ubiquitin ligase complex [GO:0031463]; midbody [GO:0030496]; ubiquitin-protein transferase activity [GO:0004842]; cell cycle [GO:0007049]; cell division [GO:0051301]; protein ubiquitination [GO:0016567]; regulation of cytokinesis [GO:0032465]"
"20","PGEN_.00g015800","other biological processes",0.0449118287036669,"Scaffold_01",42028001,42054472,"O76840","PPN1_CAEEL","Papilin (Abnormal cell migration protein 6)","GO:0000902; GO:0002119; GO:0004867; GO:0005604; GO:0008233; GO:0009792; GO:0032504; GO:0048598","basement membrane [GO:0005604]; peptidase activity [GO:0008233]; serine-type endopeptidase inhibitor activity [GO:0004867]; cell morphogenesis [GO:0000902]; embryo development ending in birth or egg hatching [GO:0009792]; embryonic morphogenesis [GO:0048598]; multicellular organism reproduction [GO:0032504]; nematode larval development [GO:0002119]"
"21","PGEN_.00g016570","other biological processes",2.28848062177676e-05,"Scaffold_01",44257157,44308758,"Q5VT25","MRCKA_HUMAN","Serine/threonine-protein kinase MRCK alpha (EC 2.7.11.1) (CDC42-binding protein kinase alpha) (DMPK-like alpha) (Myotonic dystrophy kinase-related CDC42-binding kinase alpha) (MRCK alpha) (Myotonic dystrophy protein kinase-like alpha)","GO:0000287; GO:0004674; GO:0005524; GO:0005737; GO:0005856; GO:0005911; GO:0006468; GO:0016477; GO:0018107; GO:0030027; GO:0031032; GO:0031252; GO:0031532; GO:0035556; GO:0042641; GO:0042802; GO:0070062","actomyosin [GO:0042641]; cell leading edge [GO:0031252]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; extracellular exosome [GO:0070062]; lamellipodium [GO:0030027]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; protein serine/threonine kinase activity [GO:0004674]; actin cytoskeleton reorganization [GO:0031532]; actomyosin structure organization [GO:0031032]; cell migration [GO:0016477]; intracellular signal transduction [GO:0035556]; peptidyl-threonine phosphorylation [GO:0018107]; protein phosphorylation [GO:0006468]"
"22","PGEN_.00g019010","other biological processes",0.0177052976597404,"Scaffold_01",51454482,51480344,"Q8CGQ8","NCKX4_MOUSE","Sodium/potassium/calcium exchanger 4 (Na(+)/K(+)/Ca(2+)-exchange protein 4) (Solute carrier family 24 member 4)","GO:0005262; GO:0005432; GO:0005623; GO:0005737; GO:0005886; GO:0005887; GO:0006874; GO:0007608; GO:0008273; GO:0015293; GO:0016020; GO:0050896; GO:0070588; GO:0097186","cell [GO:0005623]; cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; calcium channel activity [GO:0005262]; calcium, potassium:sodium antiporter activity [GO:0008273]; calcium:sodium antiporter activity [GO:0005432]; symporter activity [GO:0015293]; amelogenesis [GO:0097186]; calcium ion transmembrane transport [GO:0070588]; cellular calcium ion homeostasis [GO:0006874]; response to stimulus [GO:0050896]; sensory perception of smell [GO:0007608]"
"23","PGEN_.00g023480","other biological processes",0.00467766694347866,"Scaffold_01",64717880,64740210,"Q91ZX7","LRP1_MOUSE","Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]","GO:0002020; GO:0002265; GO:0003279; GO:0005509; GO:0005623; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005887; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030054; GO:0030136; GO:0030178; GO:0030425; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045202; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060548; GO:0060976; GO:0061642; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:1900149; GO:1903078; GO:1904109; GO:1904209; GO:1904646; GO:1904754; GO:1905167; GO:2000587","apical part of cell [GO:0045177]; axonal growth cone [GO:0044295]; basolateral plasma membrane [GO:0016323]; cell [GO:0005623]; cell junction [GO:0030054]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cytoskeleton [GO:0005856]; dendrite [GO:0030425]; early endosome [GO:0005769]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; insulin-responsive compartment [GO:0032593]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; receptor complex [GO:0043235]; synapse [GO:0045202]; alpha-2 macroglobulin receptor activity [GO:0016964]; apolipoprotein binding [GO:0034185]; calcium ion binding [GO:0005509]; cargo receptor activity [GO:0038024]; clathrin heavy chain binding [GO:0032050]; coreceptor activity [GO:0015026]; protease binding [GO:0002020]; protein-containing complex binding [GO:0044877]; amyloid-beta clearance [GO:0097242]; amyloid-beta clearance by cellular catabolic process [GO:0150094]; amyloid-beta clearance by transcytosis [GO:0150093]; aorta morphogenesis [GO:0035909]; apoptotic cell clearance [GO:0043277]; astrocyte activation involved in immune response [GO:0002265]; cardiac septum development [GO:0003279]; cell population proliferation [GO:0008283]; cellular lipid catabolic process [GO:0044242]; cellular response to amyloid-beta [GO:1904646]; chemoattraction of axon [GO:0061642]; cholesterol metabolic process [GO:0008203]; coronary vasculature development [GO:0060976]; lysosomal transport [GO:0007041]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell death [GO:0060548]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of cytosolic calcium ion concentration [GO:0051481]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of neuron projection development [GO:0010977]; negative regulation of platelet-derived growth factor receptor-beta signaling pathway [GO:2000587]; negative regulation of smooth muscle cell migration [GO:0014912]; negative regulation of Wnt signaling pathway [GO:0030178]; phagocytosis [GO:0006909]; positive regulation of axon extension [GO:0045773]; positive regulation of axon extension involved in regeneration [GO:0048691]; positive regulation of cell death [GO:0010942]; positive regulation of chemokine (C-C motif) ligand 2 secretion [GO:1904209]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of cholesterol import [GO:1904109]; positive regulation of collateral sprouting of injured axon [GO:0048694]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of endocytosis [GO:0045807]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of lipid transport [GO:0032370]; positive regulation of lysosomal protein catabolic process [GO:1905167]; positive regulation of neuron projection development [GO:0010976]; positive regulation of phagocytosis [GO:0050766]; positive regulation of protein binding [GO:0032092]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of protein transport [GO:0051222]; positive regulation of Schwann cell migration [GO:1900149]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205]; receptor-mediated endocytosis [GO:0006898]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cholesterol transport [GO:0032374]; regulation of phospholipase A2 activity [GO:0032429]"
"24","PGEN_.00g025600","other biological processes",0.0373727900838058,"Scaffold_01",71001407,71092671,"Q3V6T2","GRDN_HUMAN","Girdin (Akt phosphorylation enhancer) (APE) (Coiled-coil domain-containing protein 88A) (G alpha-interacting vesicle-associated protein) (GIV) (Girders of actin filament) (Hook-related protein 1) (HkRP1)","GO:0001932; GO:0001965; GO:0003779; GO:0005085; GO:0005154; GO:0005623; GO:0005737; GO:0005783; GO:0005794; GO:0005813; GO:0005814; GO:0005829; GO:0005886; GO:0006260; GO:0006275; GO:0007264; GO:0008017; GO:0010975; GO:0016020; GO:0016477; GO:0030027; GO:0030032; GO:0030142; GO:0030705; GO:0031122; GO:0031410; GO:0031682; GO:0031929; GO:0032148; GO:0032956; GO:0035091; GO:0036064; GO:0042127; GO:0042803; GO:0043422; GO:0045724; GO:0045742; GO:0051959; GO:0061024; GO:0072660; GO:1903566","cell [GO:0005623]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; COPI-coated Golgi to ER transport vesicle [GO:0030142]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]; membrane [GO:0016020]; plasma membrane [GO:0005886]; actin binding [GO:0003779]; dynein light intermediate chain binding [GO:0051959]; epidermal growth factor receptor binding [GO:0005154]; G-protein alpha-subunit binding [GO:0001965]; G-protein gamma-subunit binding [GO:0031682]; guanyl-nucleotide exchange factor activity [GO:0005085]; microtubule binding [GO:0008017]; phosphatidylinositol binding [GO:0035091]; protein homodimerization activity [GO:0042803]; protein kinase B binding [GO:0043422]; activation of protein kinase B activity [GO:0032148]; cell migration [GO:0016477]; cytoplasmic microtubule organization [GO:0031122]; cytoskeleton-dependent intracellular transport [GO:0030705]; DNA replication [GO:0006260]; lamellipodium assembly [GO:0030032]; maintenance of protein location in plasma membrane [GO:0072660]; membrane organization [GO:0061024]; positive regulation of cilium assembly [GO:0045724]; positive regulation of epidermal growth factor receptor signaling pathway [GO:0045742]; positive regulation of protein localization to cilium [GO:1903566]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell population proliferation [GO:0042127]; regulation of DNA replication [GO:0006275]; regulation of neuron projection development [GO:0010975]; regulation of protein phosphorylation [GO:0001932]; small GTPase mediated signal transduction [GO:0007264]; TOR signaling [GO:0031929]"
"25","PGEN_.00g028230","other biological processes",0.0288318216977825,"Scaffold_01",78049722,78085939,"Q9H1A4","APC1_HUMAN","Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein)","GO:0005654; GO:0005680; GO:0005829; GO:0006511; GO:0007091; GO:0031145; GO:0051301; GO:0070979; GO:1901990","anaphase-promoting complex [GO:0005680]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; protein K11-linked ubiquitination [GO:0070979]; regulation of mitotic cell cycle phase transition [GO:1901990]; ubiquitin-dependent protein catabolic process [GO:0006511]"
"26","PGEN_.00g029240","other biological processes",0.00138516887865956,"Scaffold_01",80336882,80352069,"Q86VZ4","LRP11_HUMAN","Low-density lipoprotein receptor-related protein 11 (LRP-11)","GO:0005886; GO:0009408; GO:0009409; GO:0009414; GO:0009612; GO:0016021; GO:0033555; GO:0035902; GO:0042594; GO:0051219","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; phosphoprotein binding [GO:0051219]; multicellular organismal response to stress [GO:0033555]; response to cold [GO:0009409]; response to heat [GO:0009408]; response to immobilization stress [GO:0035902]; response to mechanical stimulus [GO:0009612]; response to starvation [GO:0042594]; response to water deprivation [GO:0009414]"
"27","PGEN_.00g030340","other biological processes",1.30331993766553e-08,"Scaffold_01",82974778,82981738,"Q0D9C7","CCB22_ORYSJ","Cyclin-B2-2 (CycB2-Os2) (G2/mitotic-specific cyclin-B2-2) (CycB2;2)","GO:0000079; GO:0000307; GO:0005634; GO:0005737; GO:0005813; GO:0006468; GO:0016538; GO:0019901; GO:0044772; GO:0051301","centrosome [GO:0005813]; cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; protein kinase binding [GO:0019901]; cell division [GO:0051301]; mitotic cell cycle phase transition [GO:0044772]; protein phosphorylation [GO:0006468]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]"
