"uniprot.id"	"gene"	"adj.pval.treatment"	"start"	"end"	"score"	"Match.ID"	"m_start"	"m_end"	"E.value"	"identity"	"al"	"protein.name.short"	"protein.name.long"	"gene.names"	"organism"	"GO.IDs"
"A0A0H5BMX5"	"PGEN_.00g179250"	0.0185888242508813	123	318	187	"sp|A0A0H5BMX5|TCEB1_TULGE"	99	284	8.95e-14	30.769	208	"TCEB1_TULGE"	"Tuliposide B-converting enzyme 1, amyloplastic (TgTCEB1) (EC 4.2.99.23)"	"TCEB1"	"Tulipa gesneriana (Garden tulip)"	"GO:0006952; GO:0009501; GO:0016787; GO:0016829"
NA	"PGEN_.00g282270"	0.0186987574333841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q4FAT7"	"PGEN_.00g142400"	0.018771480171736	28	636	1762	"sp|Q4FAT7|BGLR_PIG"	1	603	0	53.746	614	"BGLR_PIG"	"Beta-glucuronidase (EC 3.2.1.31)"	"GUSB"	"Sus scrofa (Pig)"	"GO:0004566; GO:0005102; GO:0005615; GO:0005764; GO:0019391; GO:0019904; GO:0030246"
NA	"PGEN_.00g078180"	0.0188206684585067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q56R14"	"PGEN_.00g228650"	0.0188580644414582	177	357	162	"sp|Q56R14|TRI33_XENLA"	15	194	2.76e-10	28.272	191	"TRI33_XENLA"	"E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)"	"trim33 ecto"	"Xenopus laevis (African clawed frog)"	"GO:0003677; GO:0005634; GO:0008270; GO:0016567; GO:0016740"
NA	"PGEN_.00g034010"	0.0188973037004352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P54646"	"PGEN_.00g004840"	0.018966534435196	35	262	1074	"sp|P54646|AAPK2_HUMAN"	2	229	2.18e-143	84.211	228	"AAPK2_HUMAN"	"5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"	"PRKAA2 AMPK AMPK2"	"Homo sapiens (Human)"	"GO:0003682; GO:0004672; GO:0004674; GO:0004679; GO:0004712; GO:0005524; GO:0005623; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0006468; GO:0006633; GO:0006695; GO:0006853; GO:0007050; GO:0007165; GO:0008610; GO:0010494; GO:0010508; GO:0010629; GO:0014850; GO:0016055; GO:0016236; GO:0016239; GO:0016241; GO:0016607; GO:0030424; GO:0030425; GO:0031669; GO:0032007; GO:0034599; GO:0035174; GO:0035556; GO:0035690; GO:0042149; GO:0042304; GO:0042593; GO:0042752; GO:0043025; GO:0043066; GO:0045821; GO:0046872; GO:0047322; GO:0048511; GO:0050405; GO:0055089; GO:0062028; GO:0070507; GO:0071277; GO:0071333; GO:0071380; GO:0097009; GO:1901796; GO:1903829; GO:1904428; GO:2000758"
"Q8ZXT3"	"PGEN_.00g250460"	0.018966534435196	4	175	223	"sp|Q8ZXT3|Y1111_PYRAE"	667	846	3.18e-19	33.333	180	"Y1111_PYRAE"	"Uncharacterized protein PAE1111"	"PAE1111"	"Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)"	""
NA	"PGEN_.00g160060"	0.018966534435196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g229850"	0.018966534435196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g101990"	0.0196479285021602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q5MJS3"	"PGEN_.00g298850"	0.0199733835328134	219	565	870	"sp|Q5MJS3|FA20C_MOUSE"	9	354	1.76e-111	47.55	347	"FA20C_MOUSE"	"Extracellular serine/threonine protein kinase FAM20C (EC 2.7.11.1) (Dentin matrix protein 4) (DMP-4) (Golgi-enriched fraction casein kinase) (GEF-CK)"	"Fam20c Dmp4 Kiaa4081"	"Mus musculus (Mouse)"	"GO:0001501; GO:0004674; GO:0005509; GO:0005524; GO:0005615; GO:0005737; GO:0005794; GO:0006468; GO:0016773; GO:0030145; GO:0030501; GO:0031214; GO:0036179; GO:0040036; GO:0045669; GO:0046034; GO:0051174; GO:0070166; GO:0071895; GO:0097187"
"Q5ZLF0"	"PGEN_.00g083830"	0.0200483218971465	302	358	185	"sp|Q5ZLF0|F10A1_CHICK"	642	698	2e-13	63.158	57	"F10A1_CHICK"	"Hsc70-interacting protein (Hip) (Protein FAM10A1) (Protein ST13 homolog)"	"ST13 FAM10A1 RCJMB04_6h13"	"Gallus gallus (Chicken)"	"GO:0005737; GO:0046983; GO:0051085"
"Q7TT36"	"PGEN_.00g255630"	0.0202696314699832	77	1046	1108	"sp|Q7TT36|AGRA3_MOUSE"	82	1045	8.46e-126	32.6	1000	"AGRA3_MOUSE"	"Adhesion G protein-coupled receptor A3 (G-protein coupled receptor 125)"	"Adgra3 Gpr125"	"Mus musculus (Mouse)"	"GO:0004930; GO:0007166; GO:0009897; GO:0016021"
"P12001"	"PGEN_.00g035120"	0.0202758817749802	1	175	670	"sp|P12001|RL18_RAT"	1	175	2.4e-89	69.714	175	"RL18_RAT"	"60S ribosomal protein L18"	"Rpl18"	"Rattus norvegicus (Rat)"	"GO:0002181; GO:0003735; GO:0005791; GO:0022625; GO:0042788; GO:0045202; GO:0097421"
NA	"PGEN_.00g035200"	0.0203611928648503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g095900"	0.0203815076260855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P51116"	"PGEN_.00g236820"	0.0205383631462035	62	388	926	"sp|P51116|FXR2_HUMAN"	4	341	1.31e-114	52.059	340	"FXR2_HUMAN"	"Fragile X mental retardation syndrome-related protein 2"	"FXR2 FMR1L2"	"Homo sapiens (Human)"	"GO:0000381; GO:0001934; GO:0003723; GO:0003729; GO:0003730; GO:0005634; GO:0005737; GO:0005829; GO:0005844; GO:0014069; GO:0016020; GO:0017148; GO:0022625; GO:0030424; GO:0030426; GO:0035770; GO:0036464; GO:0042802; GO:0042803; GO:0043025; GO:0043197; GO:0043488; GO:0044326; GO:0045182; GO:0045727; GO:0046982; GO:0051489; GO:0098793; GO:1902737; GO:2001022"
"Q66IJ4"	"PGEN_.00g171650"	0.0205864797824487	25	332	706	"sp|Q66IJ4|PIGM_XENTR"	27	329	3.49e-88	50.485	309	"PIGM_XENTR"	"GPI mannosyltransferase 1 (EC 2.4.1.-) (GPI mannosyltransferase I) (GPI-MT-I) (Phosphatidylinositol-glycan biosynthesis class M protein) (PIG-M)"	"pigm TGas014d02.1"	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	"GO:0005789; GO:0006506; GO:0016021; GO:0016758"
"Q12955"	"PGEN_.00g153140"	0.0207736138654193	278	576	393	"sp|Q12955|ANK3_HUMAN"	32	333	2.07e-39	33.775	302	"ANK3_HUMAN"	"Ankyrin-3 (ANK-3) (Ankyrin-G)"	"ANK3"	"Homo sapiens (Human)"	"GO:0000281; GO:0005200; GO:0005623; GO:0005764; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0006888; GO:0007009; GO:0007016; GO:0007165; GO:0007409; GO:0007528; GO:0008092; GO:0009925; GO:0009986; GO:0010628; GO:0010650; GO:0010765; GO:0010960; GO:0014704; GO:0014731; GO:0016020; GO:0016323; GO:0016328; GO:0016529; GO:0019228; GO:0030018; GO:0030315; GO:0030425; GO:0030507; GO:0030674; GO:0031594; GO:0033268; GO:0034112; GO:0042383; GO:0043001; GO:0043005; GO:0043034; GO:0043194; GO:0043266; GO:0044325; GO:0045184; GO:0045211; GO:0045296; GO:0045838; GO:0071286; GO:0071709; GO:0072659; GO:0072660; GO:0090314; GO:0099612; GO:1900827; GO:1902260; GO:2000651; GO:2001259"
"Q801S4"	"PGEN_.00g161100"	0.0210322204197078	1	386	641	"sp|Q801S4|K0930_XENLA"	27	406	1.29e-78	38.75	400	"K0930_XENLA"	"Uncharacterized protein KIAA0930 homolog"	""	"Xenopus laevis (African clawed frog)"	""
"Q8BVI5"	"PGEN_.00g185010"	0.0211254233108429	132	203	176	"sp|Q8BVI5|STX16_MOUSE"	1	70	3.25e-15	47.222	72	"STX16_MOUSE"	"Syntaxin-16"	"Stx16"	"Mus musculus (Mouse)"	"GO:0000139; GO:0000149; GO:0005484; GO:0005737; GO:0005794; GO:0005802; GO:0005829; GO:0006886; GO:0006906; GO:0012505; GO:0016020; GO:0016021; GO:0019905; GO:0030285; GO:0031201; GO:0031985; GO:0042147; GO:0043231; GO:0048278; GO:0048471; GO:0090161"
"Q80YV3"	"PGEN_.00g039890"	0.0211768538059796	1820	1859	144	"sp|Q80YV3|TRRAP_MOUSE"	1	40	1.26e-10	60	40	"TRRAP_MOUSE"	"Transformation/transcription domain-associated protein (Tra1 homolog)"	"Trrap"	"Mus musculus (Mouse)"	"GO:0000123; GO:0000124; GO:0000812; GO:0003682; GO:0003712; GO:0003713; GO:0005634; GO:0005654; GO:0005667; GO:0005794; GO:0006281; GO:0006355; GO:0007093; GO:0016578; GO:0030914; GO:0033276; GO:0035267; GO:0043967; GO:0043968"
NA	"PGEN_.00g336040"	0.02132375517407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g278850"	0.0213302733984921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g003320"	0.0213411850809983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g010440"	0.0214582742704927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g287180"	0.0218148468448121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q2PC93"	"PGEN_.00g263370"	0.0218331063092249	437	1476	1540	"sp|Q2PC93|SSPO_CHICK"	301	1364	1.25e-169	36.372	1097	"SSPO_CHICK"	"SCO-spondin"	"SSPO"	"Gallus gallus (Chicken)"	"GO:0005615; GO:0007155; GO:0007399; GO:0030154"
"O04379"	"PGEN_.00g309470"	0.0218530747671811	133	1004	1800	"sp|O04379|AGO1_ARATH"	38	914	0	42.037	923	"AGO1_ARATH"	"Protein argonaute 1"	"AGO1 At1g48410 F11A17.3 T1N15.2"	"Arabidopsis thaliana (Mouse-ear cress)"	"GO:0003729; GO:0004521; GO:0005634; GO:0005737; GO:0005829; GO:0006417; GO:0009616; GO:0009733; GO:0009850; GO:0009955; GO:0009965; GO:0010218; GO:0010305; GO:0010589; GO:0016032; GO:0016441; GO:0030154; GO:0035195; GO:0035198; GO:0045087; GO:0046872; GO:0048830; GO:0051607; GO:0060145"
"P51816"	"PGEN_.00g092010"	0.0218813962293072	1072	1306	250	"sp|P51816|AFF2_HUMAN"	842	1027	3.12e-20	29.832	238	"AFF2_HUMAN"	"AF4/FMR2 family member 2 (Fragile X E mental retardation syndrome protein) (Fragile X mental retardation 2 protein) (FMR2P) (Protein FMR-2) (Protein Ox19)"	"AFF2 FMR2 OX19"	"Homo sapiens (Human)"	"GO:0002151; GO:0005634; GO:0006355; GO:0006397; GO:0007420; GO:0007611; GO:0008380; GO:0010468; GO:0010629; GO:0016607; GO:0035063; GO:0043484"
"Q9JMH9"	"PGEN_.00g151360"	0.0218813962293072	886	1931	1883	"sp|Q9JMH9|MY18A_MOUSE"	1424	2451	0	44.19	1050	"MY18A_MOUSE"	"Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus) (MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210) (SP-R210)"	"Myo18a Myspdz"	"Mus musculus (Mouse)"	"GO:0000139; GO:0005524; GO:0005793; GO:0005802; GO:0005856; GO:0005903; GO:0007030; GO:0016459; GO:0016477; GO:0030054; GO:0031032; GO:0042641; GO:0043030; GO:0043066; GO:0043531; GO:0045202; GO:0045335; GO:0048194; GO:0050714; GO:0051015; GO:0071346; GO:0090161; GO:0090164; GO:1903028"
NA	"PGEN_.00g150950"	0.0221534625026458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g228520"	0.0221534625026458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g098560"	0.0222727785552472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9BTX7"	"PGEN_.00g189050"	0.0223422579947241	42	274	307	"sp|Q9BTX7|TTPAL_HUMAN"	21	260	4e-31	31.557	244	"TTPAL_HUMAN"	"Alpha-tocopherol transfer protein-like"	"TTPAL C20orf121"	"Homo sapiens (Human)"	"GO:0016020"
NA	"PGEN_.00g014940"	0.0223422579947241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g163110"	0.0223422579947241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q3SYV4"	"PGEN_.00g306890"	0.0227753191379425	4	470	1015	"sp|Q3SYV4|CAP1_BOVIN"	174	619	6.45e-131	45.816	478	"CAP1_BOVIN"	"Adenylyl cyclase-associated protein 1 (CAP 1)"	"CAP1"	"Bos taurus (Bovine)"	"GO:0000902; GO:0003779; GO:0005886; GO:0007163; GO:0008154; GO:0008179; GO:0030864"
NA	"PGEN_.00g124270"	0.023028543932863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g174590"	0.0231581555558801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g130840"	0.0235557406085249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g024320"	0.0240301887574971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"E1C2Z0"	"PGEN_.00g072770"	0.0240530193531774	28	1242	1119	"sp|E1C2Z0|MMS22_CHICK"	13	1123	7.55e-132	26.87	1243	"MMS22_CHICK"	"Protein MMS22-like (Methyl methanesulfonate-sensitivity protein 22-like)"	"MMS22L"	"Gallus gallus (Chicken)"	"GO:0000724; GO:0031297; GO:0043596"
"Q803T2"	"PGEN_.00g223270"	0.0240530193531774	629	813	851	"sp|Q803T2|STRP1_DANRE"	1053	1237	5.3e-97	77.297	185	"STRP1_DANRE"	"Striatin-interacting protein 1 homolog"	"strip1 fam40a"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0005737; GO:0022604; GO:0030866; GO:0060047"
"O14594"	"PGEN_.00g218470"	0.0241838703601053	1094	1209	173	"sp|O14594|NCAN_HUMAN"	114	232	6.76e-13	27.869	122	"NCAN_HUMAN"	"Neurocan core protein (Chondroitin sulfate proteoglycan 3)"	"NCAN CSPG3 NEUR"	"Homo sapiens (Human)"	"GO:0001501; GO:0005509; GO:0005540; GO:0005576; GO:0005796; GO:0007155; GO:0007417; GO:0030198; GO:0030206; GO:0030207; GO:0030208; GO:0030246; GO:0031012; GO:0043202"
"Q91VN0"	"PGEN_.00g122380"	0.0244188370381506	25	1240	1468	"sp|Q91VN0|LRP5_MOUSE"	18	1280	2.91e-174	29.86	1286	"LRP5_MOUSE"	"Low-density lipoprotein receptor-related protein 5 (LRP-5) (Low-density lipoprotein receptor-related protein 7) (LRP-7)"	"Lrp5 Lr3 Lrp7"	"Mus musculus (Mouse)"	"GO:0001702; GO:0001944; GO:0002053; GO:0002076; GO:0005739; GO:0005783; GO:0005886; GO:0006007; GO:0006897; GO:0008203; GO:0008217; GO:0008284; GO:0009314; GO:0009952; GO:0016021; GO:0017147; GO:0033690; GO:0035019; GO:0035108; GO:0035426; GO:0042074; GO:0042632; GO:0042733; GO:0042813; GO:0042981; GO:0043235; GO:0043434; GO:0045600; GO:0045668; GO:0045669; GO:0045840; GO:0045893; GO:0045944; GO:0046849; GO:0048539; GO:0051091; GO:0060033; GO:0060042; GO:0060070; GO:0060348; GO:0060349; GO:0060444; GO:0060603; GO:0060612; GO:0060764; GO:0061178; GO:0061299; GO:0061304; GO:0071901; GO:0071936; GO:0110135; GO:1902262"
"P14099"	"PGEN_.00g101290"	0.0245373736125717	207	392	454	"sp|P14099|PDE2A_BOVIN"	31	216	5.15e-46	47.849	186	"PDE2A_BOVIN"	"cGMP-dependent 3',5'-cyclic phosphodiesterase (EC 3.1.4.17) (Cyclic GMP-stimulated phosphodiesterase) (CGS-PDE) (cGSPDE)"	"PDE2A"	"Bos taurus (Bovine)"	"GO:0000122; GO:0004115; GO:0004118; GO:0005634; GO:0005737; GO:0005741; GO:0005743; GO:0005759; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0007165; GO:0008144; GO:0010628; GO:0010754; GO:0010821; GO:0019933; GO:0019934; GO:0030553; GO:0035690; GO:0036006; GO:0042734; GO:0042803; GO:0043116; GO:0043117; GO:0043951; GO:0046038; GO:0046069; GO:0046872; GO:0047555; GO:0048471; GO:0050729; GO:0061028; GO:0071260; GO:0071321; GO:0097011"
NA	"PGEN_.00g026840"	0.0245762325429829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g293770"	0.0246015604046524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g131270"	0.024672084328759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g221720"	0.0247836387914489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g045200"	0.0248952636598073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8CG73"	"PGEN_.00g173900"	0.0250896856037357	12	1254	2035	"sp|Q8CG73|FTM_MOUSE"	7	1286	0	37.882	1341	"FTM_MOUSE"	"Protein fantom (Nephrocystin-8) (RPGR-interacting protein 1-like protein) (RPGRIP1-like protein)"	"Rpgrip1l Ftm Nphp8"	"Mus musculus (Mouse)"	"GO:0001701; GO:0001736; GO:0001822; GO:0001889; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0005879; GO:0005886; GO:0005911; GO:0005923; GO:0005929; GO:0005930; GO:0007163; GO:0007368; GO:0007420; GO:0008589; GO:0021532; GO:0021537; GO:0021549; GO:0021670; GO:0021772; GO:0022038; GO:0031870; GO:0032391; GO:0035108; GO:0035115; GO:0035116; GO:0035253; GO:0035869; GO:0036064; GO:0043010; GO:0043584; GO:0045744; GO:0060039; GO:0060271; GO:0060322; GO:0090102; GO:1905515"
NA	"PGEN_.00g270650"	0.0252094434415424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g075910"	0.0253546905710487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8TEW0"	"PGEN_.00g269010"	0.0254764179434244	452	684	632	"sp|Q8TEW0|PARD3_HUMAN"	459	688	2.19e-65	54.772	241	"PARD3_HUMAN"	"Partitioning defective 3 homolog (PAR-3) (PARD-3) (Atypical PKC isotype-specific-interacting protein) (ASIP) (CTCL tumor antigen se2-5) (PAR3-alpha)"	"PARD3 PAR3 PAR3A"	"Homo sapiens (Human)"	"GO:0000226; GO:0005546; GO:0005547; GO:0005623; GO:0005737; GO:0005829; GO:0005856; GO:0005886; GO:0005911; GO:0005912; GO:0005913; GO:0005923; GO:0005938; GO:0006612; GO:0007049; GO:0007155; GO:0007163; GO:0007179; GO:0007205; GO:0007409; GO:0008104; GO:0008356; GO:0010801; GO:0012505; GO:0016324; GO:0019903; GO:0022011; GO:0030010; GO:0030054; GO:0031643; GO:0032266; GO:0032991; GO:0033269; GO:0035091; GO:0036464; GO:0042802; GO:0043025; GO:0043296; GO:0044295; GO:0045197; GO:0051660; GO:0060341; GO:0065003; GO:0070830; GO:0090162"
NA	"PGEN_.00g316630"	0.0255542535384934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g292360"	0.0256044248380326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q20930"	"PGEN_.00g005260"	0.0256167683415053	202	460	197	"sp|Q20930|MIG17_CAEEL"	278	549	8.95e-15	28.179	291	"MIG17_CAEEL"	"Metalloprotease mig-17 (EC 3.4.24.-) (Abnormal cell migration protein 17)"	"mig-17 F57B7.4"	"Caenorhabditis elegans"	"GO:0004222; GO:0005604; GO:0005615; GO:0008104; GO:0008237; GO:0016540; GO:0030334; GO:0031638; GO:0035262; GO:0046872; GO:1903354"
"Q9QZR5"	"PGEN_.00g164400"	0.0256390909416591	126	890	1666	"sp|Q9QZR5|HIPK2_MOUSE"	115	827	0	51.777	788	"HIPK2_MOUSE"	"Homeodomain-interacting protein kinase 2 (EC 2.7.11.1) (Nuclear body-associated kinase 1) (Sialophorin tail-associated nuclear serine/threonine-protein kinase)"	"Hipk2 Nbak1 Stank"	"Mus musculus (Mouse)"	"GO:0000122; GO:0001102; GO:0001934; GO:0003714; GO:0004672; GO:0004674; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0006978; GO:0007179; GO:0007224; GO:0007628; GO:0008284; GO:0008344; GO:0009952; GO:0010842; GO:0016604; GO:0016605; GO:0018105; GO:0018107; GO:0030182; GO:0030511; GO:0030514; GO:0032092; GO:0042771; GO:0043388; GO:0043524; GO:0045766; GO:0045893; GO:0045944; GO:0046330; GO:0046332; GO:0046790; GO:0048596; GO:0050882; GO:0051091; GO:0060059; GO:0060235; GO:0060395; GO:0061072; GO:0090575; GO:2000059"
NA	"PGEN_.00g024190"	0.0256390909416591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q32L09"	"PGEN_.00g203340"	0.0259337504705207	1	265	368	"sp|Q32L09|RYDEN_BOVIN"	14	261	6.09e-41	34.191	272	"SHFL_BOVIN"	"Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog (SHFL) (Repressor of yield of DENV protein homolog) (RyDEN)"	"SHFL RYDEN"	"Bos taurus (Bovine)"	"GO:0000932; GO:0003723; GO:0005634; GO:0005737; GO:0006449; GO:0034340; GO:0034341; GO:0034342; GO:0043022; GO:0045071; GO:0051607; GO:0075523; GO:1990825; GO:2001125"
"Q5VV43"	"PGEN_.00g330550"	0.0261853830768464	453	797	298	"sp|Q5VV43|K0319_HUMAN"	1	343	5.7e-27	32.312	359	"K0319_HUMAN"	"Dyslexia-associated protein KIAA0319"	"KIAA0319"	"Homo sapiens (Human)"	"GO:0001764; GO:0005769; GO:0005886; GO:0010996; GO:0016021; GO:0030517; GO:0030665; GO:0031410; GO:0031901; GO:0033555; GO:0043231; GO:0048692; GO:0060391; GO:0061024; GO:2000171"
NA	"PGEN_.00g027800"	0.0261853830768464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g266490"	0.0264007179393808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g231970"	0.0264699499653724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P31335"	"PGEN_.00g120460"	0.026612001038963	1	593	1788	"sp|P31335|PUR9_CHICK"	1	520	0	57.744	594	"PUR9_CHICK"	"Bifunctional purine biosynthesis protein PURH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]"	"ATIC PURH"	"Gallus gallus (Chicken)"	"GO:0003937; GO:0004643; GO:0005829; GO:0006189; GO:0042803"
"Q5R9H4"	"PGEN_.00g166390"	0.0266225929803379	10	520	1512	"sp|Q5R9H4|A1CF_PONAB"	5	500	0	58.607	517	"A1CF_PONAB"	"APOBEC1 complementation factor (APOBEC1-stimulating protein)"	"A1CF ACF"	"Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)"	"GO:0003727; GO:0005737; GO:0005783; GO:0006397; GO:0016556; GO:0030895; GO:0050821"
NA	"PGEN_.00g299810"	0.0266225929803379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g128880"	0.0270547458774332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q95JR6"	"PGEN_.00g079180"	0.0271130301334539	82	294	234	"sp|Q95JR6|CNBD2_MACFA"	361	574	7.46e-19	27.65	217	"CNBD2_MACFA"	"Cyclic nucleotide-binding domain-containing protein 2"	"CNBD2 QtsA-11192 QtsA-13521"	"Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)"	"GO:0005829; GO:0030552"
"Q9R1K9"	"PGEN_.00g102230"	0.0272737028949718	1	172	442	"sp|Q9R1K9|CETN2_MOUSE"	357	481	3.11e-51	56.395	172	"CETN2_MOUSE"	"Centrin-2 (Caltractin isoform 1)"	"Cetn2 Calt"	"Mus musculus (Mouse)"	"GO:0000278; GO:0005509; GO:0005737; GO:0005813; GO:0005814; GO:0005929; GO:0006289; GO:0007099; GO:0007283; GO:0008017; GO:0015031; GO:0031683; GO:0032391; GO:0032465; GO:0032795; GO:0036064; GO:0044615; GO:0051028; GO:0051301; GO:0070390; GO:0071942"
"Q9UPN6"	"PGEN_.00g076500"	0.0273795149089441	1	155	622	"sp|Q9UPN6|SCAF8_HUMAN"	1	156	2.23e-64	73.077	156	"SCAF8_HUMAN"	"SR-related and CTD-associated factor 8 (CDC5L complex-associated protein 7) (RNA-binding motif protein 16)"	"SCAF8 CCAP7 KIAA1116 RBM16"	"Homo sapiens (Human)"	"GO:0000993; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005737; GO:0005849; GO:0006369; GO:0006378; GO:0016363; GO:0032786; GO:0043175; GO:1990269; GO:2000805"
"Q2KHR3"	"PGEN_.00g161820"	0.0276210787872815	1545	1727	208	"sp|Q2KHR3|QSER1_HUMAN"	1133	1322	4.91e-15	25.521	192	"QSER1_HUMAN"	"Glutamine and serine-rich protein 1"	"QSER1"	"Homo sapiens (Human)"	""
"Q6C5Y8"	"PGEN_.00g051530"	0.0276210787872815	123	325	155	"sp|Q6C5Y8|VAC8_YARLI"	117	327	9.24e-10	24.645	211	"VAC8_YARLI"	"Vacuolar protein 8"	"VAC8 YALI0E13992g"	"Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)"	"GO:0000011; GO:0000329; GO:0016236; GO:0042144; GO:0043495; GO:0071255; GO:0071561; GO:0071562; GO:0071563"
